Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
nuclear import signal receptor activity (GO:0061608)	4/16	0.004671399392257655	0.06671976958072347	0	0	7.159730033745782	38.4212349116585	IPO9;KPNA3;KPNB1;KPNA1
protein tyrosine phosphatase activity (GO:0004725)	9/74	0.005558411847575682	0.07769950178419623	0	0	2.9825617821092933	15.486781601531208	DUSP4;PTPRB;UBASH3B;DUSP1;EYA2;PTPRA;PTPN9;PTPN11;PTPN12
transmembrane-ephrin receptor activity (GO:0005005)	4/17	0.005895566677510323	0.07904872055355677	0	0	6.60863545902916	33.92579109994623	EPHA5;EPHA4;EPHA1;EPHA2
ephrin receptor activity (GO:0005003)	4/17	0.005895566677510323	0.07904872055355677	0	0	6.60863545902916	33.92579109994623	EPHA5;EPHA4;EPHA1;EPHA2
U3 snoRNA binding (GO:0034511)	3/9	0.006086831718829447	0.07998096878541894	0	0	10.730898876404494	54.74504962149441	TBL3;BMS1;DHX37
RNA polymerase binding (GO:0070063)	4/18	0.0073159260953165155	0.09243391239659521	0	0	6.136268680700627	30.176338617721985	TCERG1;TCERG1L;BRCA1;PHRF1
retinoic acid receptor binding (GO:0042974)	4/18	0.0073159260953165155	0.09243391239659521	0	0	6.136268680700627	30.176338617721985	MED1;NRIP1;ARID5A;HMGA1
histone methyltransferase activity (H3-K9 specific) (GO:0046974)	3/10	0.008409248768416642	0.10231252668240247	0	0	9.197431781701445	43.94922080806384	MECOM;PRDM16;SETDB2
peptide N-acetyltransferase activity (GO:0034212)	3/10	0.008409248768416642	0.10231252668240247	0	0	9.197431781701445	43.94922080806384	NAA50;NAA25;NAA15
transcription coregulator binding (GO:0001221)	7/53	0.008890567295896493	0.10374657982068179	0	0	3.273800176661105	15.46138698820507	SUZ12;PER2;PER3;CTBP2;EED;SIX3;ZNF644
RNA cap binding (GO:0000339)	4/19	0.008944528406331247	0.10374657982068179	0	0	5.726884139482564	27.012070501749886	LARP1;NCBP1;GEMIN5;SNUPN
GTPase activator activity (GO:0005096)	25/336	0.00900084482462536	0.10374657982068179	0	0	1.7407056173781617	8.19948386185916	NRP1;RAP1GDS1;ASAP1;RASGRP1;PREX1;RGS2;SIPA1L1;FGD6;FARP1;RANBP1;ARHGEF10;DIS3;ELMOD1;TBCD;ARHGAP26;TIAM1;ARHGAP32;TBC1D1;ARHGAP31;LARS1;SPATA13;CCDC88C;MADD;ELMO1;PLCB1
protein serine/threonine kinase inhibitor activity (GO:0030291)	5/30	0.009873197557715051	0.11183949647273773	0	0	4.2977477477477475	19.846704749174403	RPTOR;SPRED2;SPRED1;PRKAR1A;SPRY2
adenyl ribonucleotide binding (GO:0032559)	23/306	0.010622375741765703	0.11667118415109448	0	0	1.7584663498639372	7.991864825527854	POPDC2;HSPA9;NVL;SMARCA5;MIEF1;OXSR1;CDC42BPB;STK4;YARS2;SRPK1;MYO1B;NUAK2;PDE10A;MTHFD1L;WNK2;MPPED2;MYO3A;PGK2;MCM6;ABCE1;PFKP;MAP3K5;EIF4G1
cis-regulatory region sequence-specific DNA binding (GO:0000987)	68/1149	0.01065490266220041	0.11667118415109448	0	0	1.3744490230706696	6.242383438429132	ZBTB26;UBP1;PRDM1;NR3C1;ETS1;SOX21;CCAR1;ELK3;SIX6;YY2;MECOM;SIX4;ZIC3;MYC;HEY2;ZIC1;SIX3;HOXA3;SOX8;ZNF644;SOX9;ZNF521;FEZF1;NKX2-6;SOX13;EN2;EBF1;EN1;EBF2;ETV1;EBF3;ISL1;ETV4;PAX2;PAX7;HOXB2;HOXB1;ATF4;UHRF1;MYNN;FOXK2;MTA1;PLAGL1;HSF2;PRDM16;NRIP1;HESX1;ZNF423;MSC;NKX2-5;TBX1;XBP1;IRX6;MGA;HMGA1;NR1D2;ZBTB11;VAX1;KLF3;KLF7;MAFB;TEF;TLX1;BHLHE40;MAFF;SP8;MAFK;SP9
peptide alpha-N-acetyltransferase activity (GO:0004596)	3/11	0.011183023849626748	0.11850397853556087	0	0	8.047331460674158	36.15954424153852	NAA50;NAA25;NAA15
retinoid X receptor binding (GO:0046965)	3/11	0.011183023849626748	0.11850397853556087	0	0	8.047331460674158	36.15954424153852	NRIP1;ARID5A;HMGA1
protein serine/threonine kinase activity (GO:0004674)	25/344	0.011868896686608444	0.12377563687463092	0	0	1.6963292547274749	7.521242366227631	SMG1;TRIO;STK4;MYLK3;MYLK;STK10;NUAK2;SLK;PAK2;MAPK4;MAP3K5;SYK;PLK2;OXSR1;CDC42BPB;SRPK1;TGFBR2;MAPK11;RPS6KB1;WNK2;ATM;CDK12;TNIK;CAMK1G;ATR
protein kinase regulator activity (GO:0019887)	10/98	0.01210888504887822	0.12430527307989049	0	0	2.44762174405436	10.8033515123468	RPTOR;GMFB;RGCC;CCND1;CCNE1;PRKAR1A;FAF1;MADD;PPP1R1B;SPRY4
protein phosphatase regulator activity (GO:0019888)	7/57	0.013089366375385126	0.13230328782504658	0	0	3.0112641083521443	13.056705984539123	ANKLE2;SET;RCAN2;BOD1L1;PPP1R1B;PTN;ARPP19
protein tyrosine kinase binding (GO:1990782)	8/72	0.014702010280368447	0.14581135957059452	0	0	2.6896892655367233	11.349872871410923	SHC4;CDH5;EPHA4;ANGPT2;ANGPT1;NEDD9;PTPN11;TJP2
purine ribonucleoside triphosphate binding (GO:0035639)	31/460	0.015293531727416225	0.14581135957059452	0	0	1.5657683383901482	6.545421003431914	RALB;TUBAL3;NVL;DIRAS2;STK4;YARS2;RHOBTB1;RHOBTB2;RAP1B;NUAK2;MTHFD1L;BMS1;PGK2;ARL5A;MAP3K5;HSPA9;SMARCA5;CDC42BPB;OXSR1;GNL2;GNL3;SRPK1;LSG1;MYO1B;WNK2;RHOU;MCM6;ABCE1;PFKP;RABL6;EIF4G1
growth factor activity (GO:0008083)	9/87	0.015498641195619728	0.14581135957059452	0	0	2.483771319178559	10.349882348815404	JAG2;FGF16;JAG1;FGF19;IGF2;PTN;FGF1;FGF2;FGF3
carboxy-lyase activity (GO:0016831)	4/23	0.01774740178741051	0.14581135957059452	0	0	4.520277070629329	18.223570021527298	GAD1;AMD1;UMPS;PISD
DNA replication origin binding (GO:0003688)	4/23	0.01774740178741051	0.14581135957059452	0	0	4.520277070629329	18.223570021527298	POLA1;ORC2;MCM6;HSPD1
RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	77/1359	0.01809595231585755	0.14581135957059452	0	0	1.3120249074668868	5.2639318274422875	BARHL1;ZBTB26;UBP1;PRDM1;NR3C1;ETS1;SOX21;CCAR1;ELK3;SIX6;YY2;MECOM;SIX4;ZIC3;MYC;HEY2;ZIC1;SIX3;HOXA3;SOX8;ZNF644;SOX9;ZNF521;FEZF1;NKX2-6;SOX13;EN2;EBF1;EN1;EBF2;ETV1;EBF3;ETV4;ETV5;PAX2;TFDP1;RBL1;TFDP2;PAX7;HOXB2;HOXB1;LMX1B;ATF4;MYNN;ZNF518A;FOXK2;MTA1;GBX2;PLAGL1;HSF2;PRDM16;NRIP1;HESX1;ALX4;ZNF423;MSC;NKX2-5;TBX1;XBP1;TFAP2D;IRX6;MGA;NR1D2;ZBTB11;VAX1;KLF3;KLF7;MAFB;TEF;LHX2;TLX1;BHLHE40;MAFF;SP8;MAFK;SP9;LHX9
RNA 7-methylguanosine cap binding (GO:0000340)	3/13	0.018136246666749373	0.14581135957059452	0	0	6.437191011235955	25.81212380283703	LARP1;NCBP1;GEMIN5
GDP-dissociation inhibitor activity (GO:0005092)	3/13	0.018136246666749373	0.14581135957059452	0	0	6.437191011235955	25.81212380283703	RANBP1;ARHGDIB;SH3BP4
protein kinase A catalytic subunit binding (GO:0034236)	3/13	0.018136246666749373	0.14581135957059452	0	0	6.437191011235955	25.81212380283703	PRKAR1A;SOX9;EZR
folic acid transmembrane transporter activity (GO:0008517)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	SLC25A32;SLC19A2
glutathione transmembrane transporter activity (GO:0034634)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	ABCC4;GJA1
GPI-linked ephrin receptor activity (GO:0005004)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	EPHA5;EPHA4
L-arginine transmembrane transporter activity (GO:0061459)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	SLC7A1;SLC7A3
L-lysine transmembrane transporter activity (GO:0015189)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	SLC7A1;SLC7A3
L-ornithine transmembrane transporter activity (GO:0000064)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	SLC7A1;SLC7A3
opioid receptor binding (GO:0031628)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	GNAO1;PNOC
procollagen-proline 4-dioxygenase activity (GO:0004656)	2/5	0.018198678059039197	0.14581135957059452	0	0	14.294051627384961	57.267778802033746	P4HA1;P4HB
estrogen receptor binding (GO:0030331)	5/35	0.018740024161200686	0.148339709324203	0	0	3.580518018018018	14.2400556983406	MED1;NRIP1;ARID5A;ISL1;DCAF13
ribosome binding (GO:0043022)	6/48	0.01934318292323647	0.15129132357817096	0	0	3.0705427605089386	12.114566157211614	SEC61A1;NCLN;EIF6;GEMIN5;ETF1;NAA15
protein phosphatase 2A binding (GO:0051721)	4/24	0.020562577693015737	0.15893662993307459	0	0	4.2940382452193475	16.679257490346416	ANKLE2;BOD1L1;SMG7;ARPP19
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	66/1149	0.0211654289364695	0.16169403268907515	0	0	1.328192880852931	5.12069642263102	ZBTB26;UBP1;PRDM1;NR3C1;ETS1;SOX21;CCAR1;ELK3;SIX6;YY2;MECOM;SIX4;ZIC3;MYC;HEY2;ZIC1;SIX3;HOXA3;SOX8;ZNF644;SOX9;ZNF521;FEZF1;NKX2-6;SOX13;EN2;EBF1;EN1;EBF2;ETV1;EBF3;ETV4;PAX2;PAX7;HOXB2;HOXB1;ATF4;MYNN;FOXK2;MTA1;PLAGL1;HSF2;PRDM16;NRIP1;HESX1;ZNF423;MSC;NKX2-5;TBX1;XBP1;IRX6;MGA;HMGA2;NR1D2;ZBTB11;VAX1;KLF3;KLF7;MAFB;TEF;TLX1;BHLHE40;MAFF;SP8;MAFK;SP9
protein kinase activator activity (GO:0030295)	7/63	0.021806409763686464	0.16467599097404606	0	0	2.687782167042889	10.282248634600423	RPTOR;RGCC;MADD;IGF2;SPRY2;STK4;PAK2
LRR domain binding (GO:0030275)	3/14	0.0223300678088286	0.1667142562545499	0	0	5.851685393258427	22.247061446102222	LRRFIP2;AATF;ATF4
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	15/190	0.023537462420419184	0.1737540765192742	0	0	1.8482264887731858	6.929300485063991	TCERG1;MED1;MYOCD;FAF1;NCOA3;ISL1;HIRA;RBL1;MTA1;BHLHE40;HEY2;NRIP1;TAF4B;PPARGC1A;ATF4
DNA-binding transcription factor binding (GO:0140297)	16/208	0.024549324075794902	0.17921006575330278	0	0	1.7973204104903078	6.662794295364796	TCERG1;MYOCD;FHL2;TXLNG;ISL1;HIRA;RBL1;MTA1;MYC;PRDM16;HEY2;BHLHE40;BCL2;LYAR;CGGBP1;ATF4
RNA polymerase III cis-regulatory region sequence-specific DNA binding (GO:0000992)	2/6	0.02649649211284053	0.18519356721421518	0	0	10.719977553310887	38.921482688420085	RPTOR;BRF1
RNA polymerase III type 3 promoter sequence-specific DNA binding (GO:0001006)	2/6	0.02649649211284053	0.18519356721421518	0	0	10.719977553310887	38.921482688420085	RPTOR;BRF1
tripeptide transmembrane transporter activity (GO:0042937)	2/6	0.02649649211284053	0.18519356721421518	0	0	10.719977553310887	38.921482688420085	ABCC4;GJA1
U4 snRNA binding (GO:0030621)	2/6	0.02649649211284053	0.18519356721421518	0	0	10.719977553310887	38.921482688420085	SART3;GEMIN5
phosphoric ester hydrolase activity (GO:0042578)	6/53	0.030051569764854118	0.20783032984746477	0	0	2.743169661061671	9.614371799842566	DUSP4;DUSP5;MPPED2;ACP2;SAMHD1;DUSP16
guanyl ribonucleotide binding (GO:0032561)	16/214	0.030867682561800343	0.2112507025323211	0	0	1.74230330672748	6.059810200287717	RALB;TUBAL3;DIRAS2;MIEF1;GNL2;RHOBTB1;GNL3;RHOBTB2;RAP1B;LSG1;PDE10A;BMS1;MPPED2;RHOU;ARL5A;RABL6
