Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
endosome lumen (GO:0031904)	5/26	8.18801733122406E-4	0.019279058988973013	0	0	7.989784148953699	56.78873781656678	CD63;CTSK;RAB38;B2M;CTSB
vacuolar lumen (GO:0005775)	13/161	8.957117326637921E-4	0.01933244489666018	0	0	2.969381223328592	20.83879650556126	PYGB;ANXA2;KERA;PRELP;CTSV;GM2A;HYAL1;NPC2;CTSK;SMPD1;PSAP;TPP1;CTSC
extracellular membrane-bounded organelle (GO:0065010)	7/56	0.0011600237474105194	0.023111242352255732	0	0	4.803571428571429	32.468851460413134	ARRDC1;OLFML3;APOA1;COL6A3;PRELP;SLC39A12;ATP1B1
extracellular vesicle (GO:1903561)	7/59	0.0015831264587238254	0.029198543722668193	0	0	4.525741185897436	29.183579540203585	ARRDC1;OLFML3;APOA1;COL6A3;PRELP;SLC39A12;ATP1B1
adherens junction (GO:0005912)	11/132	0.0016910353507336793	0.029198543722668193	0	0	3.066751430387794	19.573278196304337	ANXA1;KRT18;ANXA2;CDH1;PKP2;PKP3;LIMD1;NECTIN4;NDRG1;CDH8;AJAP1
bicellular tight junction (GO:0005923)	8/78	0.0019421532887844793	0.0297714707281175	0	0	3.8453664596273294	24.01030658686703	CLDN3;CLMP;CLDN9;WNK4;EPPK1;ANK3;CGN;TJP3
supramolecular fiber (GO:0099512)	4/19	0.001954111978293427	0.0297714707281175	0	0	8.935866436384572	55.740321189537724	FBN2;ELN;LTBP1;MYH7
apical junction complex (GO:0043296)	9/98	0.002249935143261402	0.03237406678359462	0	0	3.4050816270602513	20.760285158256302	CLDN3;CLMP;CDH1;CLDN9;WNK4;EPPK1;ANK3;CGN;TJP3
dendrite (GO:0030425)	17/270	0.0025300413611053507	0.03448845855401504	0	0	2.2750876408888394	13.603931204372923	GRIK3;HTR1A;ANK3;THY1;HTR4;COMT;PPP1R9B;CALB2;MYO1D;SCGN;BRINP2;RELN;ATCAY;BRINP1;MLPH;MAP6;PTK2B
cell-substrate junction (GO:0030055)	22/394	0.0029207431869745604	0.037823624271320556	0	0	2.007695551338815	11.71674495825704	ANXA1;CAV1;FAM107A;ASAP3;CD99L2;SLC4A2;THY1;LIMD1;SLC9A3R2;DAB2;CSRP2;CAPN5;ITGB8;ITGBL1;CDH13;PTK2B;ITGA6;EPPK1;VIM;B2M;FGFR3;SNTB1
tight junction (GO:0070160)	8/85	0.0033405697094289607	0.04120035974962385	0	0	3.494522868435912	19.924420212449384	CLDN3;CLMP;CLDN9;WNK4;EPPK1;ANK3;CGN;TJP3
focal adhesion (GO:0005925)	21/387	0.0049764825220986655	0.05858677151016156	0	0	1.9450002916982674	10.314398705917608	ANXA1;CAV1;FAM107A;ASAP3;CD99L2;SLC4A2;THY1;LIMD1;SLC9A3R2;DAB2;CSRP2;CAPN5;ITGB8;ITGBL1;CDH13;PTK2B;ITGA6;VIM;B2M;FGFR3;SNTB1
cell-cell junction (GO:0005911)	16/271	0.006169614923206355	0.06947522891784547	0	0	2.120496593699208	10.789338698587656	PTPRU;ANXA1;ANXA2;LIMD1;NDRG1;CDH8;AJAP1;CNKSR1;CLDN3;KRT18;CDH1;EPB41L3;PKP2;NPHP4;PKP3;NECTIN4
early endosome lumen (GO:0031905)	2/5	0.008000702578514972	0.08288727871341511	0	0	22.27653471026965	107.5561422701538	RAB38;B2M
endolysosome lumen (GO:0036021)	2/5	0.008000702578514972	0.08288727871341511	0	0	22.27653471026965	107.5561422701538	CTSK;CTSB
late endosome (GO:0005770)	12/189	0.009642846392972483	0.09605758522230282	0	0	2.28442518329425	10.603248455113226	CD63;STEAP3;TF;LAMP1;ANXA2;SLC30A2;TTPA;PSAP;CHMP2A;ABHD6;MFSD12;RILP
peroxisome (GO:0005777)	9/128	0.012726755271988565	0.12208257834981624	0	0	2.542704886832782	11.096488177586627	ACBD5;MVK;EPHX2;PEX6;ECH1;VIM;CRYM;SYT7;DHRS4
vesicle (GO:0031982)	13/226	0.01559926938253314	0.14429324178843153	0	0	2.056272135738407	8.555184376998666	ANXA1;ANXA2;ARRDC1;APOA1;PRELP;SLC39A12;ATP1B1;BMP5;MYO1D;TF;OLFML3;BASP1;COL6A3
high-density lipoprotein particle (GO:0034364)	3/19	0.01686356123005835	0.15060904684776252	0	0	6.271875	25.605557659632662	APOA1;LCAT;PLTP
polymeric cytoskeletal fiber (GO:0099513)	14/256	0.018446383640607224	0.15925377876390903	0	0	1.9495562753271654	7.784357783427113	APC2;ANXA1;KIF25;KRT7;KCNAB2;PPL;NDRG1;KRT18;KRT14;PKP2;MAP6;EPPK1;VIM;TRIM54
extrinsic component of external side of plasma membrane (GO:0031232)	2/8	0.021137666877340325	0.16589865821912558	0	0	11.136546184738956	42.95030285841971	TF;ANXA1
HFE-transferrin receptor complex (GO:1990712)	2/8	0.021137666877340325	0.16589865821912558	0	0	11.136546184738956	42.95030285841971	TF;B2M
NMDA selective glutamate receptor complex (GO:0017146)	2/8	0.021137666877340325	0.16589865821912558	0	0	11.136546184738956	42.95030285841971	GRIN3B;PTK2B
potassium channel complex (GO:0034705)	6/80	0.029258672837521135	0.22288224308582275	0	0	2.718113260574266	9.599232368416896	DPP10;GRIK3;KCNQ4;KCNAB1;KCNA10;KCNAB2
caveola (GO:0005901)	5/60	0.030368214638176214	0.224724788322504	0	0	3.045297263290343	10.64136125610158	CDH1;CAV1;CDH13;EMP2;TFPI
pigment granule (GO:0048770)	3/24	0.03165108645158336	0.2252857301415559	0	0	4.777339901477832	16.496072528268854	SYTL1;RAB38;MFSD12
apical dendrite (GO:0097440)	2/10	0.032688717713672835	0.2252857301415559	0	0	8.351549053356282	28.56835501289514	MYO1D;PTK2B
basolateral plasma membrane (GO:0016323)	9/151	0.033053504808413604	0.2252857301415559	0	0	2.128318692643667	7.256774310691303	MYO1D;PIANP;ANXA2;SLC6A13;SLC29A4;SLC4A2;ANK3;DISP1;AJAP1
endolysosome (GO:0036019)	3/25	0.03520969537175035	0.2255851606587918	0	0	4.559952978056426	15.259580761263777	CTSK;SMPD1;CTSB
cornified envelope (GO:0001533)	4/43	0.036000576211304355	0.2255851606587918	0	0	3.432620344537443	11.41078635090653	ANXA1;PKP2;PKP3;PPL
Golgi membrane (GO:0000139)	21/472	0.037174218425024066	0.2255851606587918	0	0	1.5713834815475298	5.173214118054277	GPSM1;GALNT11;ST6GALNAC1;ST6GALNAC2;ST8SIA2;CAV1;ATP2C2;TEPSIN;NRAS;RAB26;PDGFC;ST3GAL4;MGAT3;CHST1;PMEPA1;B3GNT2;CHST13;KDELR3;RFFL;B2M;ST6GALNAC6
azurophil granule (GO:0042582)	9/155	0.03809196352342985	0.2255851606587918	0	0	2.0695790177079854	6.762870871295519	PYGB;CD63;LAMP1;GM2A;ANXA2;NPC2;PSAP;TOM1;CTSC
integral component of postsynaptic density membrane (GO:0099061)	2/11	0.039194332932994715	0.2255851606587918	0	0	7.423216676228725	24.045455013169846	GSG1L;LRRC4C
intrinsic component of postsynaptic density membrane (GO:0099146)	2/11	0.039194332932994715	0.2255851606587918	0	0	7.423216676228725	24.045455013169846	GSG1L;LRRC4C
microfibril (GO:0001527)	2/11	0.039194332932994715	0.2255851606587918	0	0	7.423216676228725	24.045455013169846	FBN2;LTBP1
bounding membrane of organelle (GO:0098588)	31/767	0.04233069020321427	0.23834019049201077	0	0	1.4254268076559546	4.5075458294696595	GPSM1;CD63;GALNT11;ST6GALNAC1;STEAP3;ST6GALNAC2;HHIP;ATP2A3;ATP2C2;TEPSIN;WNT6;NRAS;LAMP1;RAB26;PDGFC;ST3GAL4;MGAT3;PMEPA1;CHST13;RFFL;WNT1;B2M;CTSC;TMEM184A;ST8SIA2;CAV1;TF;CHST1;B3GNT2;KDELR3;ST6GALNAC6
clathrin vesicle coat (GO:0030125)	2/12	0.04614251064132141	0.2463996582578315	0	0	6.680550774526679	20.549511896414653	EPN3;NCALD
melanosome (GO:0042470)	3/28	0.0470587285543542	0.2463996582578315	0	0	4.0121379310344825	12.262533528079555	SYTL1;RAB38;MFSD12
cell-cell contact zone (GO:0044291)	4/47	0.04756750159417597	0.2463996582578315	0	0	3.112664176406796	9.479947105858459	PKP2;ANK3;ATP1B1;AJAP1
multivesicular body (GO:0005771)	4/47	0.04756750159417597	0.2463996582578315	0	0	3.112664176406796	9.479947105858459	CD63;STEAP3;CHMP2A;CTSH
secretory vesicle (GO:0099503)	3/29	0.05139055862545618	0.2599318861065926	0	0	3.8576259946949603	11.450594355945121	SYT12;SYTL1;SYT7
microbody lumen (GO:0031907)	4/49	0.05403505679155084	0.2599318861065926	0	0	2.974016503550182	8.678543710693493	EPHX2;ECH1;CRYM;DHRS4
peroxisomal matrix (GO:0005782)	4/49	0.05403505679155084	0.2599318861065926	0	0	2.974016503550182	8.678543710693493	EPHX2;ECH1;CRYM;DHRS4
integral component of plasma membrane (GO:0005887)	53/1454	0.054194292856200775	0.2599318861065926	0	0	1.2859386152748038	3.7487421131795675	DPP10;PTPRU;CNTNAP1;HHIP;GRIK3;SLC2A2;HTR4;GRPR;TSPAN12;UPK1B;LAMP1;GRM8;SLC16A2;SLC16A5;SCARA5;SLC6A13;NPY1R;KCNAB1;TACR1;SLC39A12;KCNAB2;ADRA2C;ATP1B1;MFSD12;TMEM130;AJAP1;SSTR5;CLDN3;KIT;KCNQ4;KCNA10;TLR5;EPHA3;CD63;PCDH10;CHRNA7;SEMA3B;SLC1A3;THY1;CRHR1;P2RY6;C7;CNR1;TSPAN7;SLC12A3;IL10RB;CAV1;SEMA4C;HTR1A;SEMA4G;MERTK;FGFR3;FGFR2
exocytic vesicle (GO:0070382)	3/30	0.0559081413133252	0.2632765200027496	0	0	3.71455938697318	10.712957425520402	SYT12;SYTL1;SYT7
intercalated disc (GO:0014704)	3/31	0.06060783057572474	0.28031121641272694	0	0	3.5817118226600986	10.040724418896266	PKP2;ANK3;ATP1B1
voltage-gated potassium channel complex (GO:0008076)	5/73	0.061765566323069725	0.2806540645206151	0	0	2.461454304905353	6.853696132665034	DPP10;KCNQ4;KCNAB1;KCNA10;KCNAB2
sarcolemma (GO:0042383)	4/52	0.06458083570060712	0.28747121358978434	0	0	2.7877086931491077	7.637869020591261	CAV1;ANK3;ATP1B1;PDE9A
ionotropic glutamate receptor complex (GO:0008328)	3/32	0.06548572047025976	0.28747121358978434	0	0	3.458026159334126	9.426313623955986	GRIN3B;GRIK3;PTK2B
germ plasm (GO:0060293)	2/15	0.06933721694480628	0.29439900309352174	0	0	5.138090824837813	13.712400510044112	MOV10;CARHSP1
integral component of postsynaptic specialization membrane (GO:0099060)	2/15	0.06933721694480628	0.29439900309352174	0	0	5.138090824837813	13.712400510044112	GSG1L;LRRC4C
cytoskeleton (GO:0005856)	24/600	0.07417380531738667	0.30804377716743114	0	0	1.4043679189028027	3.6532443674753874	APC2;BCAS3;CARMIL2;FAM107A;KRT13;KLHL22;ANK3;RND2;PPL;NDRG1;PPP1R9B;MYO1D;EPB41L4B;SCIN;CDH1;BASP1;CNR1;EPB41L3;STK38L;EPPK1;FSCN2;VIM;SYNPO;EPHA3
coated vesicle membrane (GO:0030662)	4/55	0.07611892563210654	0.30804377716743114	0	0	2.623319448677571	6.756249980881143	TEPSIN;SAR1B;KDELR3;B2M
cytoplasmic side of plasma membrane (GO:0009898)	4/55	0.07611892563210654	0.30804377716743114	0	0	2.623319448677571	6.756249980881143	GM2A;CDH1;PALM;AJAP1
actin cytoskeleton (GO:0015629)	14/316	0.08026686136254997	0.31498662261970367	0	0	1.5573388889535493	3.928229166302448	APC2;CARMIL2;ANXA1;FAM107A;PPP1R9B;MYO1D;SCIN;MLPH;CDH1;CNR1;STK38L;FSCN2;SYNPO;EPHA3
secretory granule lumen (GO:0034774)	14/316	0.08026686136254997	0.31498662261970367	0	0	1.5573388889535493	3.928229166302448	TOR4A;PYGB;ANXA2;VEGFC;APOA1;PYGL;POMC;ISLR;TF;GM2A;NPC2;CTSH;B2M;CTSC
intracellular organelle lumen (GO:0070013)	32/848	0.08237751680482977	0.3184444306335957	0	0	1.323867478025693	3.304959345777904	TOR4A;CD63;COLGALT2;ECHS1;NAXE;PRELP;PYGL;CHRDL1;LTBP1;WNT6;PDGFC;ARSI;CTSH;WNT1;B2M;CTSC;PCK2;CTSB;IGFBP4;APOA1;KERA;COL1A1;MMP11;COL3A1;TF;SELENOM;COL6A1;COL8A2;RDH5;COL6A3;YPEL5;NAT8L
Cul3-RING ubiquitin ligase complex (GO:0031463)	3/36	0.08669355433203735	0.33020044958820105	0	0	3.0382445141065832	7.429649434449808	KLHL25;KLHL22;KLHL3
azurophil granule membrane (GO:0035577)	4/58	0.08861689612502183	0.3326344361794297	0	0	2.477195675813983	6.003317100108558	CD63;LAMP1;PSAP;TOM1
plasma membrane raft (GO:0044853)	5/82	0.0912560987987567	0.3367624964647219	0	0	2.172740754055633	5.201727031560556	CHRNA7;CAV1;CDH13;EMP2;TFPI
lytic vacuole membrane (GO:0098852)	12/267	0.0923171322355029	0.3367624964647219	0	0	1.579231482435356	3.7625593404928783	CD63;DAB2;ANXA2;LAMP1;SLC30A2;PSAP;COL6A1;ABHD6;VLDLR;MFSD12;RILP;GPR137C
coated vesicle (GO:0030135)	5/84	0.09864392172856616	0.35484410732914773	0	0	2.117515658534449	4.90467163764021	TEPSIN;EPN3;DAB2;SGIP1;CTSC
P granule (GO:0043186)	2/19	0.10472217686623224	0.3665734124780076	0	0	3.9283183152779184	8.864031746484821	MOV10;CARHSP1
membrane raft (GO:0045121)	8/163	0.10473526070800218	0.3665734124780076	0	0	1.7289873772791025	3.9011478296796427	ANXA2;CHRNA7;CAV1;FAS;FAIM2;TPP1;EMP2;THY1
azurophil granule lumen (GO:0035578)	5/90	0.12252644315148507	0.4231246503497951	0	0	1.9674333401180542	4.130485448692935	PYGB;GM2A;ANXA2;NPC2;CTSC
late endosome membrane (GO:0031902)	4/68	0.13663455269811028	0.4396907964755958	0	0	2.089054404145078	4.158148762132932	CD63;LAMP1;ANXA2;ABHD6
CD95 death-inducing signaling complex (GO:0031265)	1/5	0.1375094768900512	0.4396907964755958	0	0	8.338917525773196	16.544933064934266	FAS
chromaffin granule (GO:0042583)	1/5	0.1375094768900512	0.4396907964755958	0	0	8.338917525773196	16.544933064934266	ANXA7
elastic fiber (GO:0071953)	1/5	0.1375094768900512	0.4396907964755958	0	0	8.338917525773196	16.544933064934266	ELN
flotillin complex (GO:0016600)	1/5	0.1375094768900512	0.4396907964755958	0	0	8.338917525773196	16.544933064934266	CDH1
Sec61 translocon complex (GO:0005784)	1/5	0.1375094768900512	0.4396907964755958	0	0	8.338917525773196	16.544933064934266	ARL6IP1
early endosome membrane (GO:0031901)	5/97	0.15341564505174354	0.4612827311047342	0	0	1.817079133443659	3.40630455077831	TMEM184A;ANXA1;CAV1;PMEPA1;B2M
intrinsic component of external side of plasma membrane (GO:0031233)	2/24	0.15400382058837214	0.4612827311047342	0	0	3.03473634798936	5.677317594611336	THY1;F3
endosome membrane (GO:0010008)	13/325	0.15644850089177498	0.4612827311047342	0	0	1.39656432748538	2.590666477260523	TMEM184A;CD63;STEAP3;ANXA1;ANXA2;CAV1;ABHD6;NDRG1;TF;LAMP1;PMEPA1;RFFL;B2M
alveolar lamellar body (GO:0097208)	1/6	0.1626573266345303	0.4612827311047342	0	0	6.670790378006873	12.11488632284992	CTSH
membrane attack complex (GO:0005579)	1/6	0.1626573266345303	0.4612827311047342	0	0	6.670790378006873	12.11488632284992	C7
MHC class I protein complex (GO:0042612)	1/6	0.1626573266345303	0.4612827311047342	0	0	6.670790378006873	12.11488632284992	B2M
myosin filament (GO:0032982)	1/6	0.1626573266345303	0.4612827311047342	0	0	6.670790378006873	12.11488632284992	MYH7
platelet dense granule membrane (GO:0031088)	1/6	0.1626573266345303	0.4612827311047342	0	0	6.670790378006873	12.11488632284992	CD63
rough endoplasmic reticulum membrane (GO:0030867)	1/6	0.1626573266345303	0.4612827311047342	0	0	6.670790378006873	12.11488632284992	RPS28
uniplex complex (GO:1990246)	1/6	0.1626573266345303	0.4612827311047342	0	0	6.670790378006873	12.11488632284992	MCUB
cation channel complex (GO:0034703)	4/73	0.1638533253345002	0.4612827311047342	0	0	1.9371730369702886	3.503926837167176	GRIN3B;MCUB;PTK2B;KCNAB1
Golgi lumen (GO:0005796)	5/100	0.16755645142286157	0.465588637763784	0	0	1.7594245128391914	3.1430974611110662	WNT6;MMP11;KERA;PRELP;WNT1
lysosomal membrane (GO:0005765)	13/330	0.16897811563627682	0.465588637763784	0	0	1.3741767668382312	2.4432671432752375	CD63;ANXA2;SLC30A2;ABHD6;VLDLR;MFSD12;GPR137C;DAB2;LAMP1;PSAP;COL6A1;TOM1;RILP
AP-2 adaptor complex (GO:0030122)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	SGIP1
clathrin coat of endocytic vesicle (GO:0030128)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	SGIP1
COPI-coated vesicle (GO:0030137)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	KDELR3
cytolytic granule (GO:0044194)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	LAMP1
hemidesmosome (GO:0030056)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	EPPK1
macropinosome (GO:0044354)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	CARMIL2
multivesicular body lumen (GO:0097486)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	CTSH
pinosome (GO:0044352)	1/7	0.18707315613172948	0.47501909253056795	0	0	5.558705612829324	9.31781101964163	CARMIL2
basement membrane (GO:0005604)	3/52	0.19311452905599494	0.4809294521682951	0	0	2.044475721323012	3.362082774341654	COL8A2;VWA2;USH2A
microbody membrane (GO:0031903)	3/52	0.19311452905599494	0.4809294521682951	0	0	2.044475721323012	3.362082774341654	ACBD5;PEX6;DHRS4
peroxisomal membrane (GO:0005778)	3/53	0.20060232087123878	0.4918158871877672	0	0	2.00348275862069	3.218456478583172	ACBD5;PEX6;DHRS4
9+0 non-motile cilium (GO:0097731)	1/8	0.21077823736618592	0.4918158871877672	0	0	4.764359351988218	7.417863127735948	PEX6
death-inducing signaling complex (GO:0031264)	1/8	0.21077823736618592	0.4918158871877672	0	0	4.764359351988218	7.417863127735948	FAS
extrinsic component of endosome membrane (GO:0031313)	1/8	0.21077823736618592	0.4918158871877672	0	0	4.764359351988218	7.417863127735948	ANXA1
intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235)	1/8	0.21077823736618592	0.4918158871877672	0	0	4.764359351988218	7.417863127735948	PALM
spectrin-associated cytoskeleton (GO:0014731)	1/8	0.21077823736618592	0.4918158871877672	0	0	4.764359351988218	7.417863127735948	ANK3
spherical high-density lipoprotein particle (GO:0034366)	1/8	0.21077823736618592	0.4918158871877672	0	0	4.764359351988218	7.417863127735948	APOA1
tertiary granule lumen (GO:1904724)	3/55	0.21577510140991474	0.49897992201042785	0	0	1.9262267904509285	2.953904631964158	CTSH;YPEL5;B2M
clathrin coat of trans-Golgi network vesicle (GO:0030130)	1/9	0.23379322542416484	0.5175422682466555	0	0	4.168599656357388	6.058301775395662	NCALD
late endosome lumen (GO:0031906)	1/9	0.23379322542416484	0.5175422682466555	0	0	4.168599656357388	6.058301775395662	CTSH
multivesicular body membrane (GO:0032585)	1/9	0.23379322542416484	0.5175422682466555	0	0	4.168599656357388	6.058301775395662	CD63
platelet dense tubular network membrane (GO:0031095)	1/9	0.23379322542416484	0.5175422682466555	0	0	4.168599656357388	6.058301775395662	ATP2A3
pseudopodium (GO:0031143)	1/9	0.23379322542416484	0.5175422682466555	0	0	4.168599656357388	6.058301775395662	RAB25
cytoplasmic vesicle lumen (GO:0060205)	5/115	0.24482546914644387	0.534998287559662	0	0	1.5183233721296006	2.136599366558887	POMC;TF;CTSH;APOA1;PYGL
recycling endosome (GO:0055037)	6/145	0.24884603498959545	0.534998287559662	0	0	1.4421904417540492	2.005972837512415	TF;RAB25;ADPRH;TPP1;B2M;NDRG1
early endosome (GO:0005769)	10/266	0.2500777533006005	0.534998287559662	0	0	1.3062418193717278	1.8104294731654336	TMEM184A;TF;ANXA1;CAV1;TOM1;PMEPA1;APOA1;RAB38;B2M;EPHA3
chylomicron (GO:0042627)	1/10	0.25613817628339025	0.534998287559662	0	0	3.7052310042000762	5.046666275029229	APOA1
clathrin coat of coated pit (GO:0030132)	1/10	0.25613817628339025	0.534998287559662	0	0	3.7052310042000762	5.046666275029229	SGIP1
multimeric ribonuclease P complex (GO:0030681)	1/10	0.25613817628339025	0.534998287559662	0	0	3.7052310042000762	5.046666275029229	RPP25
sodium:potassium-exchanging ATPase complex (GO:0005890)	1/10	0.25613817628339025	0.534998287559662	0	0	3.7052310042000762	5.046666275029229	ATP1B1
platelet alpha granule (GO:0031091)	4/90	0.2676736248924052	0.5546197507770636	0	0	1.552877856769892	2.046672607580409	TOR4A;ISLR;VEGFC;THBS2
dendrite cytoplasm (GO:0032839)	1/11	0.2778325640414924	0.5621768288027074	0	0	3.334536082474227	4.270662519420286	GRIK3
microvillus membrane (GO:0031528)	1/11	0.2778325640414924	0.5621768288027074	0	0	3.334536082474227	4.270662519420286	SYTL1
platelet dense tubular network (GO:0031094)	1/11	0.2778325640414924	0.5621768288027074	0	0	3.334536082474227	4.270662519420286	ATP2A3
vesicle coat (GO:0030120)	2/36	0.28265812681105973	0.5675074018919727	0	0	1.96243798724309	2.4795740410520497	EPN3;SAR1B
chitosome (GO:0045009)	1/12	0.2988952978185824	0.5734361639630581	0	0	3.0312402374258043	3.660713470090557	RAB38
early phagosome (GO:0032009)	1/12	0.2988952978185824	0.5734361639630581	0	0	3.0312402374258043	3.660713470090557	SYT7
filopodium membrane (GO:0031527)	1/12	0.2988952978185824	0.5734361639630581	0	0	3.0312402374258043	3.660713470090557	PALM
melanosome membrane (GO:0033162)	1/12	0.2988952978185824	0.5734361639630581	0	0	3.0312402374258043	3.660713470090557	RAB38
neuron projection cytoplasm (GO:0120111)	1/12	0.2988952978185824	0.5734361639630581	0	0	3.0312402374258043	3.660713470090557	GRIK3
pigment granule membrane (GO:0090741)	1/12	0.2988952978185824	0.5734361639630581	0	0	3.0312402374258043	3.660713470090557	RAB38
platelet alpha granule lumen (GO:0031093)	3/67	0.31037231436111273	0.5783936165036858	0	0	1.5640894396551723	1.829957566997938	TOR4A;ISLR;VEGFC
cytoplasmic vesicle membrane (GO:0030659)	13/380	0.31720665280325094	0.5783936165036858	0	0	1.1838520005736413	1.3593010168307171	TMEM184A;CD63;STEAP3;CAV1;TEPSIN;WNT6;TF;ZNRF2;LAMP1;RAB26;PMEPA1;WNT1;RFFL
beta-catenin-TCF complex (GO:1990907)	1/13	0.31934473806960256	0.5783936165036858	0	0	2.7784936998854524	3.1716063139958894	TLE3
clathrin adaptor complex (GO:0030131)	1/13	0.31934473806960256	0.5783936165036858	0	0	2.7784936998854524	3.1716063139958894	SGIP1
cytoplasmic side of endoplasmic reticulum membrane (GO:0098554)	1/13	0.31934473806960256	0.5783936165036858	0	0	2.7784936998854524	3.1716063139958894	RPS28
lamellar body (GO:0042599)	1/13	0.31934473806960256	0.5783936165036858	0	0	2.7784936998854524	3.1716063139958894	CTSH
RISC complex (GO:0016442)	1/13	0.31934473806960256	0.5783936165036858	0	0	2.7784936998854524	3.1716063139958894	LIMD1
spanning component of plasma membrane (GO:0044214)	1/13	0.31934473806960256	0.5783936165036858	0	0	2.7784936998854524	3.1716063139958894	AJAP1
acetylcholine-gated channel complex (GO:0005892)	1/14	0.3391987124745677	0.6058790795235381	0	0	2.5646312450436164	2.7728002367201263	CHRNA7
pericentric heterochromatin (GO:0005721)	1/14	0.3391987124745677	0.6058790795235381	0	0	2.5646312450436164	2.7728002367201263	SNAI1
tertiary granule (GO:0070820)	6/164	0.3448370008196041	0.6068294355919471	0	0	1.2675120110567537	1.3494990418208066	NRAS;LAMP1;CTSH;KCNAB2;YPEL5;B2M
cortical actin cytoskeleton (GO:0030864)	2/42	0.3473921019695168	0.6068294355919471	0	0	1.6675559380378657	1.7631088278544331	MLPH;CDH1
clathrin coat (GO:0030118)	1/15	0.3584745314500692	0.6068294355919471	0	0	2.3813205694648993	2.442991208130758	EPN3
