Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
peptidyl-tyrosine dephosphorylation (GO:0035335)	11/35	2.0590680047522938E-7	6.879159015876981E-5	0	0	9.916524943310657	152.67325315405174	DUSP4;DUSP5;PTPRB;UBASH3B;DUSP1;PTPN9;PTPN11;PTPN12;DUSP16;DUSP6;DUSP7
regulation of MAP kinase activity (GO:0043405)	18/97	2.5216321336582047E-7	7.722498409328252E-5	0	0	4.9548499095840866	75.2799725649732	DUSP1;DIRAS2;SPRY4;FGF1;FGF2;RASGRP1;PIK3R5;DUSP7;BMP4;FGF16;RGS2;PDGFD;ERBB2;SPRY2;ADAM8;SPRY1;CDK12;FGFR1
ribosome biogenesis (GO:0042254)	26/192	4.5814724447722733E-7	1.2951470180413925E-4	0	0	3.421756229068523	49.94421126980007	DDX47;NVL;WDR3;HEATR1;NOLC1;NOC4L;PWP2;WDR43;PDCD11;BMS1;DHX37;HEATR3;UTP20;LYAR;MDN1;DCAF13;DIS3;TEX10;DDX10;URB2;RRP1B;BOP1;TBL3;LSG1;EIF6;ABCE1
cellular response to fibroblast growth factor stimulus (GO:0044344)	17/92	5.760424106560838E-7	1.51211132797222E-4	0	0	4.924566210045662	70.7516591085971	TRIM71;TBX1;NCBP1;PTPN11;FGF1;FGF2;FGF3;ZFP36L1;SETX;SPRED2;FGF16;SPRED1;SFRP1;HNRNPH1;POLR2B;FGF19;FGFR1
regulation of apoptotic process (GO:0042981)	63/742	7.653177974848191E-7	1.8724541140688244E-4	0	0	2.0600173891442055	29.011172706616893	ANKLE2;TRIO;TFRC;FAF1;FHL2;AATF;CX3CL1;CCAR1;PREX1;SLK;SIX4;MYC;TRIM2;KDR;CYP1B1;SOX8;SOX9;PHLDA1;MAP3K5;TOMM70;MED1;NKX2-6;RABGGTB;ATAD3A;DUSP6;PAX2;TIAM1;SFRP1;PAX7;MADD;NSMF;ALPK2;ATF4;PHLPP1;GLS2;SRC;LRP2;STK4;LRP8;HSPD1;BCL2L10;NUAK2;NKX2-5;PAK2;HSPA9;NGFR;EGLN3;XBP1;ANGPT1;SEMA4D;PLK2;HMGA2;PA2G4;RRP1B;SETX;NET1;BMP4;RSL1D1;RPS6KB1;BCL2;SPRY2;ATM;NAA15
blood vessel morphogenesis (GO:0048514)	13/56	8.152181176898283E-7	1.8724541140688244E-4	0	0	6.549471458773785	91.82234630677412	TBX1;NRP1;EGFL7;SYK;TGFBR2;EFNB2;COL4A1;HEY2;KDR;APLNR;CYP1B1;HAS2;NKX2-5
positive regulation of macromolecule biosynthetic process (GO:0010557)	20/129	1.1320513987837122E-6	2.348285087924235E-4	0	0	3.9929800224891494	54.66980281982117	XBP1;ATAD5;IRS1;FAF1;IGF2;NAT10;IRS2;LARP4B;SORBS1;PLD1;LARP4;FGF2;RGCC;EIF6;SLC6A9;RPS6KB1;MYC;ERBB2;KDR;PLXNB2
regulation of cell migration (GO:0030334)	41/408	1.1501804512281968E-6	2.348285087924235E-4	0	0	2.4572411763953386	33.60422707068923	SEMA3D;SRC;NEDD9;FGF1;CLDN1;FGF2;FGF3;CX3CL1;MYLK;CCAR1;CDH5;SLK;FAM110C;PDGFD;KDR;CYP1B1;HAS2;PLXNC1;SRGAP3;SEMA6B;NGFR;EPHA4;XBP1;JAG1;SEMA4D;WNT5B;LMO4;IGSF10;TIAM1;FGF16;SFRP1;MYO1C;RUFY3;FGF19;SPATA13;PLXNB2;SPRY2;ATM;AMOTL2;ROR2;EPHA1
positive regulation of cellular process (GO:0048522)	55/625	1.3172939275463512E-6	2.365520539210105E-4	0	0	2.134436628564251	28.90012463299828	RNF10;IRS1;CDCA7L;FAF1;IRS2;FGF1;FGF2;ETS1;FGF3;CX3CL1;CCAR1;RPTOR;CCND1;MYC;KDR;ADNP2;SOX9;EPHA4;NKX2-6;NCBP1;ISL1;WDR77;TGFBR2;TIAM1;SFRP1;ADAM8;EPHA1;PTN;ZFP36L1;EFNB2;PDGFD;ERBB2;SSR1;HAS2;NKX2-5;LYAR;TBX1;XBP1;WNT3A;FZD7;CNBP;IGF2;HMGA2;PA2G4;BMP4;FGF16;CNOT7;FGF19;DNAJA2;BCL2;ATM;P4HB;CRLF1;EIF4G1;FGFR1
negative regulation of programmed cell death (GO:0043069)	39/381	1.3268563949613883E-6	2.365520539210105E-4	0	0	2.505700727227906	33.90889128581483	ANKLE2;TFRC;SRC;FHL2;LRP2;AATF;CX3CL1;HSPD1;BCL2L10;NUAK2;MECOM;SIX4;MYC;KDR;SOX8;SOX9;NKX2-5;PAK2;HSPA9;MED1;NGFR;XBP1;NKX2-6;ANGPT1;SEMA4D;PLK2;HMGA2;PA2G4;ATAD3A;PAX2;SETX;BMP4;SFRP1;RPS6KB1;PAX7;BCL2;SPRY2;NAA15;MET
regulation of angiogenesis (GO:0045765)	26/203	1.3517260224057742E-6	2.365520539210105E-4	0	0	3.207241022031943	43.343066490870704	PDE3B;BRCA1;ISM1;FGF1;ETS1;FGF2;CDH5;SPRED1;ERBB2;KDR;CYP1B1;EGLN1;XBP1;SPINK5;HMGA2;ISL1;FGF16;SFRP1;RGCC;COL4A2;ADM2;ADAM12;APLNR;SPRY2;EPHA1;EPHA2
positive regulation of protein phosphorylation (GO:0001934)	38/371	1.7826658495337644E-6	2.977862271380265E-4	0	0	2.5057057057057057	33.169030326817065	NRP1;RALB;TFRC;SRC;FGF1;STK4;FGF2;RASGRP1;LRP8;CX3CL1;FGF3;RPTOR;CCND1;PDGFD;ERBB2;KDR;SOX9;RSPO1;PAK2;FNIP2;TBX1;ANGPT1;SEMA4D;WNT3A;IGF2;PTPN11;GDF5;BMP4;ADCYAP1;BMP3;FGF16;RAD50;TEC;FGF19;APLNR;SPRY2;TNIK;EIF4G1
regulation of cell population proliferation (GO:0042127)	63/764	2.040790236447862E-6	3.13203467010536E-4	0	0	1.9929842050083357	26.11242474571749	TRIM71;TFRC;IRS1;CDCA7L;IRS2;FGF1;FGF2;ETS1;FGF3;CX3CL1;CCAR1;SIX4;MYC;SIX3;KDR;CYP1B1;SOX9;ADAMTS8;MYOCD;NKX2-6;WDR77;GNL3;TGFBR2;TIAM1;SFRP1;ROR2;EPHA1;CTBP2;UHRF1;PTN;ZFP36L1;EFNB2;SLC9A3R1;PDGFD;ERBB2;SSR1;HAS2;SH3BP4;UTP20;NKX2-5;TP53I11;S100A11;JAG2;TBX1;EGLN3;XBP1;JAG1;TFAP2D;WNT3A;CNBP;IGF2;HMGA1;BMP4;FGF16;CNOT7;RGCC;FABP7;WNK2;FGF19;DNAJA2;BCL2;CRLF1;FGFR1
cellular response to retinoic acid (GO:0071300)	11/43	2.0454103968035005E-6	3.13203467010536E-4	0	0	7.4342757936507935	97.38835946539322	TBX1;SETX;WNT5B;WNT3A;PTK7;FZD7;ADNP2;ATM;FZD10;SOX9;PAX2
endoderm formation (GO:0001706)	10/36	2.6390617062710764E-6	3.8794207082184823E-4	0	0	8.311264047390887	106.75891075169737	DUSP4;DUSP5;SETD2;ITGB5;ITGA4;COL4A2;DUSP1;MMP2;COL12A1;HMGA2
positive regulation of protein kinase B signaling (GO:0051897)	22/161	2.965000300441072E-6	4.0414441682726395E-4	0	0	3.446761763952787	43.87256699385365	ANGPT1;IRS1;SRC;IGF2;IRS2;PTPN11;LRP2;FGF1;FGF2;FGF3;CX3CL1;PIK3R5;RASD2;FGF16;PIK3CA;FAM110C;FGF19;ERBB2;SPRY2;ADAM8;MET;FGFR1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	49/547	3.0491203415276026E-6	4.0414441682726395E-4	0	0	2.169438417175812	27.553294133716523	TRIM71;BRCA1;NR3C1;ELK3;EIF4ENIF1;SYNCRIP;MECOM;SIX4;HEY2;ENC1;SIX3;SOX8;SOX9;EED;SOX13;ARID5A;CBFA2T2;PAX2;SFRP1;TFDP2;NCL;PLCB1;DDX6;SET;CTBP2;FOXG1;FOXK2;LARP1;PRDM16;IGF2BP1;IGF2BP3;NKX2-5;ZNF423;S100A11;EIF2AK1;SETDB2;HMGA1;HMGA2;NR1D2;PA2G4;PER2;BMP4;CNOT7;MYBBP1A;CAPRIN1;BHLHE40;LHX9;RCOR1;ATR
negative regulation of apoptotic process (GO:0043066)	45/485	3.079195556779154E-6	4.0414441682726395E-4	0	0	2.2513266509433962	28.571231218150874	ANKLE2;SET;TFRC;SRC;FHL2;LRP2;AATF;CX3CL1;HSPD1;BCL2L10;NUAK2;SIX4;MYC;KDR;SOX8;SOX9;NKX2-5;PPARGC1A;PAK2;TBX1;HSPA9;MED1;NGFR;FZD3;XBP1;NKX2-6;ANGPT1;SEMA4D;PLK2;HMGA2;PA2G4;ISL1;ATAD3A;PAX2;SETX;BMP4;SFRP1;PIK3CA;RPS6KB1;PAX7;BCL2;SPRY2;ADAM8;NAA15;CRLF1
regulation of lens fiber cell differentiation (GO:1902746)	5/7	3.4190136258559306E-6	4.3327155431105327E-4	0	0	53.7865990990991	676.9666593923245	SPRED2;SPRED1;SPRY2;SPRY1;FGF2
negative regulation of MAPK cascade (GO:0043409)	16/94	3.8081035706540924E-6	4.664926874051263E-4	0	0	4.450837645820542	55.539240094589495	DUSP4;DUSP1;SPRY4;DUSP6;DUSP7;BMP4;SPRED2;SLC9A3R1;RGS2;SPRED1;DLG1;MYC;WNK2;SPRY2;SPRY1;EZR
positive regulation of morphogenesis of an epithelium (GO:1905332)	8/23	4.124299812022314E-6	4.889290906187742E-4	0	0	11.505536723163841	142.65271208891141	BMP4;GJA1;WNT5B;SIX4;SOX8;SOX9;FGF2;PAX2
fibroblast growth factor receptor signaling pathway (GO:0008543)	14/75	4.998588381064588E-6	5.740566343878863E-4	0	0	4.972938697103639	60.701455175726714	TRIM71;NCBP1;PTPN11;FGF1;FGF2;FGF3;SETX;SPRED2;FGF16;SPRED1;HNRNPH1;POLR2B;FGF19;FGFR1
regulation of gene expression (GO:0010468)	80/1079	5.4522460186071294E-6	6.071819429812485E-4	0	0	1.7836286470972817	21.616656925328712	TRIM71;TFRC;CHD7;JMJD1C;BRCA1;PRDM1;BMI1;NR3C1;FGF1;ETS1;SOX21;FGF2;TSKU;FGF3;CCAR1;CDH5;GJA1;SART3;MYC;HEY2;KDR;ADNP2;SOX9;MED1;MBNL1;SOX13;REXO4;MED23;ADAM19;SFRP1;RBL1;HNRNPH1;APLNR;ALPK2;HOXB1;LMX1B;EZR;CGGBP1;ATF4;FOXK2;ZFP36L1;SBNO1;LARP1;MTA1;STC2;UBR5;IGF2BP1;IGF2BP3;ZNF423;MSC;PPARGC1A;SRSF10;NDFIP1;ANGPT1;WNT3A;CNBP;FZD7;SETDB2;IGF2;HMGA1;MSN;HMGA2;NR1D2;ZBTB11;RRP1B;LARP4;CRNN;BMP4;FGF16;MAPK11;RGCC;CNOT7;MAFB;MYBBP1A;FGF19;ADM2;BHLHE40;SPRY2;ATM;CCDC3
positive regulation of gene expression (GO:0010628)	44/482	6.011011578030319E-6	6.497196338018065E-4	0	0	2.20898075092373	26.55618436385391	TFRC;NAT10;DDX21;BRCA1;FGF1;PLD1;FGF2;ETS1;FGF3;CDH5;GJA1;MYC;HEY2;UBR5;ERBB2;SOX9;PPARGC1A;MED1;ANGPT1;WNT3A;SMARCA5;HMGA2;MSN;LARP4B;LARP4;SETX;MED23;ADAM19;BMP4;FGF16;MAPK11;RGCC;MYO1C;EIF6;MYBBP1A;RPS6KB1;POLR1A;ADM2;FGF19;PLXNB2;SPRY2;ATM;EZR;ATF4
regulation of protein kinase B signaling (GO:0051896)	25/207	6.2217302490153415E-6	6.532816761466108E-4	0	0	2.994916949410037	35.901454666033466	PHLPP1;IRS1;SRC;IRS2;LRP2;FGF1;FGF2;CX3CL1;FGF3;PIK3R5;RASD2;SLC9A3R1;FAM110C;ERBB2;ANGPT1;IGF2;PTPN11;FGF16;PIK3CA;FGF19;SPRY2;ADAM8;MET;EPHA2;FGFR1
outflow tract septum morphogenesis (GO:0003148)	8/25	8.401157300583938E-6	8.427619785012065E-4	0	0	10.150880691259555	118.6347748034232	TBX1;BMP4;NRP1;NRP2;LRP2;NKX2-5;ISL1;TGFBR2
positive regulation of epithelial cell proliferation (GO:0050679)	18/123	8.844763139320268E-6	8.427619785012065E-4	0	0	3.7228408163265305	43.31780308024998	TBX1;NRP1;XBP1;NRP2;EGFL7;FZD7;PTN;FGF1;CLDN1;FGF2;PAX2;BMP4;CRNN;SFRP1;MYC;ERBB2;KDR;SOX9
positive regulation of cell population proliferation (GO:0008284)	43/474	8.94045657293683E-6	8.427619785012065E-4	0	0	2.1920786133478916	25.48274706141859	IRS1;CDCA7L;IRS2;PTN;FGF1;BMI1;FGF2;FGF3;CX3CL1;CCAR1;EFNB2;GJA1;MYC;PDGFD;ERBB2;RBPMS2;KDR;SSR1;HAS2;SOX8;SOX9;NKX2-5;TBX1;XBP1;NKX2-6;WNT3A;CNBP;IGF2;HMGA2;PAX2;WDR77;TGFBR2;BMP4;TIAM1;FGF16;SFRP1;CNOT7;FGF19;DNAJA2;BCL2;EPHA1;CRLF1;FGFR1
regulation of protein phosphorylation (GO:0001932)	29/266	8.943596506543417E-6	8.427619785012065E-4	0	0	2.6724390529770274	31.06596220698784	RALB;TFRC;FGF1;STK4;FGF2;RASGRP1;FGF3;CDH5;SLC9A3R1;CCND1;ERBB2;KDR;SOX9;RSPO1;FNIP2;TBX1;ANGPT1;SEMA4D;WNT3A;IGF2;BMP4;FGF16;FGF19;CCDC88C;DNAJC10;PLXNB2;TNIK;PLPP3;ATF4
axonogenesis (GO:0007409)	27/240	1.0185081275633803E-5	9.357543421988556E-4	0	0	2.7656051784145985	31.78948802663003	NRP1;NRP2;SEMA3D;SRC;CXCR4;IRS2;EFNB2;SLITRK1;EPHA5;SEMA6B;EPHA4;AUTS2;SEMA4D;PTPN11;ISL1;PAX2;KLF7;DAB1;EFNA2;SLC9A6;PIK3CA;PTPRA;CNTN2;EPHA1;EZR;EPHA2;B4GALT5
neuron differentiation (GO:0030182)	22/174	1.0632014760491929E-5	9.51102196292174E-4	0	0	3.1498126775031725	36.07052352201898	EPHA5;FZD3;XBP1;WNT5B;FZD5;WNT3A;IRX6;FZD7;SPINK5;EN2;WNT8A;FZD8;EN1;ACSL4;FZD10;VAX1;LHX2;ERBB2;ADNP2;LMX1B;MET;LHX9
negative regulation of multicellular organismal process (GO:0051241)	25/214	1.1184562153062063E-5	9.51102196292174E-4	0	0	2.8829273644941846	32.86818600857712	LAMA4;SLC6A4;CRHBP;SPRED2;GJA1;RGS2;SPRED1;CHSY1;HEY2;ARHGDIB;SOX9;ZNF423;MYOCD;HS3ST5;ATP2B1;IL17RD;WDR77;BMP4;KLF7;SFRP1;RGCC;SPRY2;SPRY1;ALPK2;ATF4
positive regulation of protein modification process (GO:0031401)	25/214	1.1184562153062063E-5	9.51102196292174E-4	0	0	2.8829273644941846	32.86818600857712	ANKLE2;CDCA2;RALB;TFRC;FGF1;STK4;FGF2;RASGRP1;FGF3;CDH5;CCND1;ERBB2;KDR;SOX9;RSPO1;TBX1;ANGPT1;SEMA4D;WNT3A;IGF2;BMP4;FGF16;FGF19;NSMF;TNIK
rRNA metabolic process (GO:0016072)	21/162	1.1387346023634194E-5	9.51102196292174E-4	0	0	3.2393617021276597	36.873679577392096	DDX47;NVL;DIS3;WDR3;TEX10;HEATR1;DDX10;NOLC1;NOC4L;RRP1B;PWP2;WDR43;BOP1;TBL3;PDCD11;BMS1;DHX37;UTP20;LYAR;MDN1;DCAF13
axon guidance (GO:0007411)	24/203	1.3620435509592499E-5	0.0011123355666167209	0	0	2.920405526161838	32.72004619397279	EPHA5;SEMA6B;EPHA4;NRP1;NRP2;SEMA4D;SEMA3D;SRC;CXCR4;IRS2;PTPN11;NTN1;EFNB2;KLF7;DAB1;EFNA2;PIK3CA;PTPRA;CNTN2;PLXNB2;PLXNC1;EPHA1;EZR;EPHA2
regulation of epithelial cell proliferation (GO:0050678)	15/93	1.4937331737439667E-5	0.0011933629159802345	0	0	4.16790783248642	46.31232053301182	TBX1;ANGPT1;UHRF1;FGF1;FGF2;GDF5;PAX2;ZFP36L1;BMP4;FGF16;SFRP1;SIX4;MYC;ERBB2;SOX9
response to retinoic acid (GO:0032526)	12/62	1.602271677037837E-5	0.0012528400878966065	0	0	5.191464245175936	57.321568268711076	TBX1;SETX;WNT5B;WNT3A;PTK7;FZD7;WNT8A;ADNP2;ATM;FZD10;SOX9;PAX2
branching morphogenesis of an epithelial tube (GO:0048754)	10/44	1.8621636986349453E-5	0.00142571908176738	0	0	6.353007794284191	69.19179192616016	BMP4;NRP1;COL4A1;MYC;KDR;FGF2;MET;PAX2;TGFBR2;EPHA2
pulmonary artery morphogenesis (GO:0061156)	4/5	1.904195836677946E-5	0.0014281468775084595	0	0	85.96625421822272	934.3556699809785	BMP4;JAG1;HEY2;LRP2
RNA splicing (GO:0008380)	15/98	2.8389129229309124E-5	0.002053586254845728	0	0	3.9157998737547	40.99648345836648	TCERG1;MBNL1;NCBP1;SCAF11;DDX47;PRPF4B;SRPK1;SYNCRIP;DHX15;SNRPA1;CDK12;PPARGC1A;SMNDC1;SRSF10;SRSF11
protein autophosphorylation (GO:0046777)	20/159	2.849874802643051E-5	0.002053586254845728	0	0	3.1262412750212203	32.71814825214724	EPHA4;SMG1;SRC;EIF2AK1;OXSR1;STK4;STK10;SLK;TEC;WNK2;MYO3A;ERBB2;KDR;ATM;TNIK;CDK12;EPHA1;PAK2;ATR;FGFR1
positive regulation of intracellular signal transduction (GO:1902533)	46/546	2.9072342526683997E-5	0.0020546318997223785	0	0	2.0210672963400236	21.111509676229886	USP15;SEH1L;TFRC;IRS1;SRC;DDX21;IRS2;LRP2;FGF1;FGF2;FGF3;CX3CL1;EDA2R;PIK3R5;RPTOR;RASD2;SLC9A3R1;GJA1;FAM110C;PDGFD;TSPAN6;ERBB2;KDR;SOX9;TBX1;NDFIP1;GPR37;ANGPT1;SEMA4D;PLK2;IGF2;PTPN11;MID2;PPM1A;FGF16;PIK3CA;ADRB3;LARS1;FGF19;BCL2;SPRY2;ADAM8;ROR2;MET;JCAD;FGFR1
peptidyl-threonine dephosphorylation (GO:0035970)	7/22	3.268010476926937E-5	0.002266026132586131	0	0	10.055981941309255	103.86566396563656	DUSP4;DUSP5;PPM1A;DUSP1;DUSP16;DUSP6;DUSP7
positive regulation of multicellular organismal process (GO:0051240)	33/345	3.424615258550388E-5	0.0023080726542158174	0	0	2.311549642218247	23.76720625147751	CRB2;TFRC;RIF1;CXCR4;PTN;FGF2;TSKU;GJA1;SIX4;PRDM16;MFN2;SOX8;SOX9;PPARGC1A;MED1;XBP1;SYK;NCOA3;RBM19;EBF2;ELOVL6;PTPN11;ETV4;PAX2;TGFBR2;PER2;BMP4;TIAM1;ADCYAP1;RGCC;ADRB3;PLCB1;B4GALT5
ncRNA processing (GO:0034470)	23/201	3.454258394064489E-5	0.0023080726542158174	0	0	2.811358646519437	28.881980482345522	SSB;DDX47;NVL;DIS3;TEX10;WDR3;HEATR1;DDX10;NOLC1;NOC4L;RRP1B;PWP2;WDR43;BOP1;TBL3;LIN28B;PDCD11;BMS1;DHX37;UTP20;LYAR;MDN1;DCAF13
MAPK cascade (GO:0000165)	30/303	4.0599764986801724E-5	0.002664359577258863	0	0	2.3982274967211237	24.250272764720574	IRS1;IRS2;FGF1;FGF2;RASGRP1;FGF3;ZFP36L1;SPRED1;MYC;ERBB2;KDR;SOX9;MAP3K5;DUSP5;ANGPT1;IL17RD;DUSP6;DUSP7;SETX;FGF16;MAPK11;DLG1;PIK3CA;RASA3;PTPRA;FGF19;PSME4;TNIK;MET;FGFR1
positive regulation of developmental process (GO:0051094)	21/177	4.3840931927133364E-5	0.002781172279083201	0	0	2.925568983768525	29.357916994399297	XBP1;RIF1;TFRC;SRC;NCOA3;RBM19;PA2G4;MIEF1;PTN;ISL1;LRP8;PAX2;BMP4;GJA1;KDR;SOX8;SOX9;PLCB1;MCU;FGFR1;B4GALT5
fat cell differentiation (GO:0045444)	11/58	4.38933312072995E-5	0.002781172279083201	0	0	5.057654267380711	50.747229189840105	PER2;MED1;TMEM120B;MAFB;WNT5B;CTBP2;PRDM16;HMGA2;SOX8;OSBPL11;PPARGC1A
