Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
spliceosomal snRNP complex (GO:0097525)	1/51	0.2739607546092779	0.6562157211271498	0	0	3.1975806451612905	4.140132816391477	SNRPA1
precatalytic spliceosome (GO:0071011)	1/52	0.278510093847508	0.6562157211271498	0	0	3.1347248576850095	4.0071218471201915	SNRPA1
sarcolemma (GO:0042383)	1/52	0.278510093847508	0.6562157211271498	0	0	3.1347248576850095	4.0071218471201915	POPDC2
integral component of Golgi membrane (GO:0030173)	1/55	0.2919891313885463	0.6562157211271498	0	0	2.960125448028674	3.64402897946688	ERGIC1
filopodium (GO:0030175)	1/58	0.3052183273277664	0.6562157211271498	0	0	2.8039049235993208	3.3274722891319986	ACTA2
intrinsic component of Golgi membrane (GO:0031228)	1/60	0.3139012626235478	0.6562157211271498	0	0	2.7085839256424276	3.138373335904178	ERGIC1
cytoskeleton (GO:0005856)	5/600	0.32151845686498426	0.6562157211271498	0	0	1.350140056022409	1.532004364889831	PRKCI;PAWR;FILIP1;LRRC10;RHOB
endocytic vesicle (GO:0030139)	2/189	0.3310906870352776	0.6562157211271498	0	0	1.7119255684535455	1.8922991173636463	STX7;WNT1
late endosome (GO:0005770)	2/189	0.3310906870352776	0.6562157211271498	0	0	1.7119255684535455	1.8922991173636463	STX7;CXCR4
motile cilium (GO:0031514)	1/68	0.3475695989391967	0.6562157211271498	0	0	2.3842079922965818	2.5196079970174883	IFT52
actin filament (GO:0005884)	1/72	0.36378387021782566	0.6562157211271498	0	0	2.2494320763289415	2.274615257592552	PAWR
axon (GO:0030424)	2/204	0.3650916738685975	0.6562157211271498	0	0	1.5835949448603397	1.595641028000691	GRM3;CCK
voltage-gated potassium channel complex (GO:0008076)	1/73	0.3677745806719697	0.6562157211271498	0	0	2.2180779569892475	2.2187102889200414	HCN4
integral component of organelle membrane (GO:0031301)	2/214	0.3874006856728088	0.6562157211271498	0	0	1.508130081300813	1.430153358724124	TRAM1L1;ERGIC1
COPII-coated ER to Golgi transport vesicle (GO:0030134)	1/79	0.39120268163002875	0.6562157211271498	0	0	2.0468362282878414	1.9210161531843748	ERGIC1
potassium channel complex (GO:0034705)	1/80	0.39502274713239977	0.6562157211271498	0	0	2.0208248264597795	1.8769662033399885	ABCC9
lytic vacuole (GO:0000323)	2/219	0.39842920926115954	0.6562157211271498	0	0	1.473005882132554	1.3554974853313746	STX7;CXCR4
actin-based cell projection (GO:0098858)	1/83	0.4063408529645545	0.6562157211271498	0	0	1.946597167584579	1.7530332531979032	ACTA2
nuclear chromosome (GO:0000228)	1/83	0.4063408529645545	0.6562157211271498	0	0	1.946597167584579	1.7530332531979032	HMGA2
coated vesicle (GO:0030135)	1/84	0.4100666777647961	0.6562157211271498	0	0	1.9230470268169453	1.7142723952042929	ERGIC1
intermediate filament cytoskeleton (GO:0045111)	1/84	0.4100666777647961	0.6562157211271498	0	0	1.9230470268169453	1.7142723952042929	PRPH
lysosomal lumen (GO:0043202)	1/86	0.417448878008937	0.6562157211271498	0	0	1.8776091081593929	1.6402665305040176	GPC3
cytoplasmic vesicle membrane (GO:0030659)	3/380	0.4249815253869706	0.6562157211271498	0	0	1.2717745792929513	1.0882696919665986	WNT1;MAP3K7;RHOB
U2-type spliceosomal complex (GO:0005684)	1/89	0.42835069087155087	0.6562157211271498	0	0	1.813324780058651	1.5373604082631558	SNRPA1
azurophil granule lumen (GO:0035578)	1/90	0.4319394620077442	0.6562157211271498	0	0	1.7928597317868793	1.505051662861054	CREG1
polymeric cytoskeletal fiber (GO:0099513)	2/256	0.4769154219766564	0.7108739308708651	0	0	1.256065552781512	0.9300111783250612	PAWR;PRPH
early endosome (GO:0005769)	2/266	0.49706312748463205	0.7271849457645543	0	0	1.207871396895787	0.844348300118671	STX7;CXCR4
adherens junction (GO:0005912)	1/132	0.5640893839087713	0.810237478705326	0	0	1.215464171386358	0.6959049657618125	SMAD7
lysosome (GO:0005764)	3/477	0.575951493958732	0.8107418777568214	0	0	1.0064847478730028	0.5553096755445818	STX7;GPC3;CXCR4
actin cytoskeleton (GO:0015629)	2/316	0.590142566730569	0.8107418777568214	0	0	1.0129459893325048	0.534218732724456	PAWR;FILIP1
recycling endosome (GO:0055037)	1/145	0.59843701156217	0.8107418777568214	0	0	1.1050067204301075	0.5673480242122844	STX7
endosome membrane (GO:0010008)	2/325	0.6054907694639552	0.8107418777568214	0	0	0.9842684185355786	0.4938231750847768	MAP3K7;RHOB
endocytic vesicle membrane (GO:0030666)	1/158	0.6300981501840043	0.8204063609129345	0	0	1.0128415861927265	0.46781094548129804	WNT1
chromosome (GO:0005694)	1/160	0.634744161982392	0.8204063609129345	0	0	1.0	0.45453325578916537	HMGA2
tertiary granule (GO:0070820)	1/164	0.6438632199569866	0.8204063609129345	0	0	0.9752622204630912	0.42937769016934546	STX7
neuron projection (GO:0043005)	3/556	0.6792464780473239	0.8385319318700346	0	0	0.8591883319005128	0.33230931568747074	GRM3;INPP5A;CCK
nuclear lumen (GO:0031981)	4/745	0.6892254215495683	0.8385319318700346	0	0	0.8536152842372938	0.3177044173993042	EN2;HMGA2;FILIP1;ARNTL2
collagen-containing extracellular matrix (GO:0062023)	2/380	0.6899313363487627	0.8385319318700346	0	0	0.838688863079107	0.3112904412859398	FBN2;ANGPT2
vesicle (GO:0031982)	1/226	0.7594877659781081	0.8994034613590846	0	0	0.7043010752688172	0.19376101894759828	STX7
cilium (GO:0005929)	1/237	0.7756971280691003	0.8994034613590846	0	0	0.6710975943138326	0.170454181109285	IFT52
intracellular organelle lumen (GO:0070013)	4/848	0.781622733544046	0.8994034613590846	0	0	0.7454075437703185	0.18365581600871056	ADAMTS5;GPC3;WNT1;PRSS23
lytic vacuole membrane (GO:0098852)	1/267	0.8146015409801601	0.8994034613590846	0	0	0.5945003638127577	0.12190598078646628	STX7
dendrite (GO:0030425)	1/270	0.8181026720631887	0.8994034613590846	0	0	0.587780309389615	0.11800714464009711	INPP5A
cell-cell junction (GO:0005911)	1/271	0.8192550776235374	0.8994034613590846	0	0	0.5855734767025089	0.11673980741193321	SMAD7
nucleolus (GO:0005730)	3/733	0.8413552673864917	0.8994034613590846	0	0	0.6449023130473838	0.11140124699549071	EN2;FILIP1;ARNTL2
intracellular non-membrane-bounded organelle (GO:0043232)	5/1158	0.8562605573394511	0.8994034613590846	0	0	0.6765683723619543	0.1049902587270025	EN2;FILIP1;LRRC10;ARNTL2;RHOB
bounding membrane of organelle (GO:0098588)	3/767	0.8628353922803003	0.8994034613590846	0	0	0.6151081452235859	0.09074773201510877	WNT1;MAP3K7;RHOB
secretory granule lumen (GO:0034774)	1/316	0.8642589393197312	0.8994034613590846	0	0	0.500768049155146	0.0730534736008674	CREG1
lysosomal membrane (GO:0005765)	1/330	0.8758447764367698	0.8994034613590846	0	0	0.4791155995685852	0.06351463002471297	STX7
microtubule cytoskeleton (GO:0015630)	1/331	0.8766337534765761	0.8994034613590846	0	0	0.4776392961876833	0.06288884924124237	PRKCI
integral component of plasma membrane (GO:0005887)	6/1454	0.8990620041441864	0.9105884400947528	0	0	0.6416384233251311	0.06827243073808931	GRM3;GPR37;C7;SLC2A2;HAS2;ABCC9
endoplasmic reticulum membrane (GO:0005789)	2/712	0.9400867240987196	0.9400867240987196	0	0	0.43890988205656706	0.02711723433091748	CYP1A2;SSR1
