Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
TGF-beta signaling pathway	8/94	0.0061613710267608155	0.14221540618791537	0	0	3.127360970677452	15.916565921660425	SMAD1;BAMBI;NOG;PITX2;LTBP1;INHBC;BMP6;BMP5
Maturity onset diabetes of the young	4/26	0.006415732609981144	0.14221540618791537	0	0	6.090438059349976	30.750634458930598	SLC2A2;HES1;PAX6;FOXA2
Proteoglycans in cancer	13/205	0.0073019178981414325	0.149408473915817	0	0	2.283671418128655	11.234791561790699	CD63;CAV1;FZD9;TWIST1;ANK3;WNT16;COL1A1;VTN;WNT6;NRAS;MRAS;FAS;WNT1
Hippo signaling pathway	11/163	0.008396818348810892	0.15953954862740694	0	0	2.4373734817813766	11.650407386662108	APC2;WNT6;SMAD1;CDH1;DVL1;FZD9;WNT1;LIMD1;WNT16;BMP6;BMP5
Melanogenesis	8/101	0.009385887513006317	0.16644307189731203	0	0	2.8909209911173446	13.49640354489344	POMC;WNT6;NRAS;DVL1;KIT;FZD9;WNT1;WNT16
Cell adhesion molecules	10/148	0.011578806017470276	0.18554611397677037	0	0	2.4380959607456307	10.870443254183593	CDH4;CNTNAP1;CLDN3;CDH1;CLDN9;ITGB8;CD99L2;ITGA6;LRRC4C;ICOSLG
Regulation of actin cytoskeleton	13/218	0.011858210291748482	0.18554611397677037	0	0	2.1374069319640565	9.478832902274359	APC2;FGD3;NRAS;MRAS;FGF8;SCIN;CXCL12;PDGFC;ITGB8;PIP5K1B;ITGA6;FGFR3;FGFR2
Cardiac muscle contraction	7/87	0.013543483057444213	0.20014258296000895	0	0	2.937478298611111	12.636590438794723	ATP2A3;COX3;COX2;COX1;CYTB;ATP1B1;MYH7
Focal adhesion	12/201	0.015131805458056626	0.21184527641279277	0	0	2.138047980429767	8.960465928282726	COL1A1;VTN;RELN;CAV1;PDGFC;COL6A1;VEGFC;ITGB8;COL6A3;PIP5K1B;ITGA6;THBS2
PI3K-Akt signaling pathway	18/354	0.016417937052214948	0.2183585627944588	0	0	1.809197218710493	7.43468034860104	VEGFC;THBS2;COL1A1;VTN;NRAS;RELN;FGF8;PDGFC;KIT;COL6A1;ITGB8;COL6A3;SGK3;ITGA6;FGFR3;FGFR2;PCK2;BCL2L1
Mucin type O-glycan biosynthesis	4/36	0.020125327676010656	0.24459408514489164	0	0	4.185017271157167	16.345740744511083	GALNT11;ST6GALNAC1;ST6GALNAC2;GALNT18
PPAR signaling pathway	6/74	0.020831166180229073	0.24459408514489164	0	0	2.9588643082883066	11.454666308369402	APOA1;LPL;ANGPTL4;PLTP;RXRG;PCK2
Neuroactive ligand-receptor interaction	17/341	0.02289159143359051	0.24459408514489164	0	0	1.7699526676264015	6.685085777524112	EDN3;CHRNA7;GRIK3;NPY1R;HTR1A;TACR1;GRPR;HTR4;ADRA2C;CRHR1;SLURP1;SSTR5;POMC;GRIN3B;P2RY6;CNR1;GRM8
Apoptosis	9/142	0.023443857075750394	0.24459408514489164	0	0	2.273401273217888	8.532408660944176	ERN1;NRAS;CTSK;CTSH;FAS;CTSV;CTSC;BCL2L1;CTSB
Alzheimer disease	18/369	0.02376584223467178	0.24459408514489164	0	0	1.7305196278647605	6.471288409369128	APC2;CHRNA7;ATP6;FZD9;ATP2A3;LPL;WNT16;ERN1;WNT6;NRAS;DVL1;COX3;COX2;FAS;COX1;CYTB;ND3;WNT1
Wnt signaling pathway	10/166	0.023907692532959334	0.24459408514489164	0	0	2.154763502931042	8.044928068561132	APC2;TLE3;WNT6;SFRP2;BAMBI;DVL1;FZD9;PRICKLE2;WNT1;WNT16
Thyroid hormone signaling pathway	8/121	0.025393233824181228	0.2501703776752669	0	0	2.376791073489804	8.730601348673915	NRAS;ATP2A3;GATA4;SLC16A2;ATP1B1;RXRG;PLCD1;MYH7
AGE-RAGE signaling pathway in diabetic complications	7/100	0.026977747020209157	0.256288596691987	0	0	2.5251642771804064	9.122769407757373	STAT5A;COL1A1;NRAS;COL3A1;VEGFC;F3;PLCD1
Protein digestion and absorption	7/103	0.031035626835601716	0.28467161166448474	0	0	2.445873119212963	8.493586643352215	COL1A1;COL3A1;ELN;COL6A1;COL8A2;COL6A3;ATP1B1
cAMP signaling pathway	11/216	0.05241089343773082	0.4576924492733853	0	0	1.802251407129456	5.314192065573462	POMC;GRIN3B;EDN3;HHIP;NPY1R;HTR1A;ATP2A3;HTR4;GLI1;ATP1B1;SSTR5
Central carbon metabolism in cancer	5/70	0.05334009747171032	0.4576924492733853	0	0	2.5754591429331914	7.5488431307931965	NRAS;KIT;SLC2A2;FGFR3;FGFR2
Hepatocellular carcinoma	9/168	0.05799718365576089	0.4821015891385124	0	0	1.899086187627375	5.40738361826726	APC2;WNT6;NRAS;MGST3;DVL1;FZD9;WNT1;WNT16;BCL2L1
Pathways of neurodegeneration	20/475	0.06511587544632808	0.5248734202643415	0	0	1.4804520523881093	4.043983427991095	APC2;DNAH3;GPX3;CHRNA7;ATP6;FZD9;ATP2A3;WNT16;ERN1;WNT6;NRAS;DVL1;COX3;COX2;FAS;COX1;CYTB;ND3;WNT1;BCL2L1
Cushing syndrome	8/155	0.0842361955101774	0.6183792234270105	0	0	1.8238391008577344	4.512416082740015	APC2;POMC;WNT6;DVL1;FZD9;WNT1;WNT16;CRHR1
Axon guidance	9/182	0.0858212041349551	0.6183792234270105	0	0	1.7441340557088478	4.282702282346099	NRAS;CXCL12;UNC5A;SEMA3B;SEMA4C;SEMA4G;LRRC4C;EPHA3;NGEF
Rap1 signaling pathway	10/210	0.0883230188578334	0.6183792234270105	0	0	1.6768760907504363	4.069366626217475	NRAS;MRAS;FGF8;CDH1;CNR1;PDGFC;KIT;VEGFC;FGFR3;FGFR2
Peroxisome	5/82	0.0912560987987567	0.6183792234270105	0	0	2.172740754055633	5.201727031560556	MVK;PEX6;EPHX2;ECH1;DHRS4
Aldosterone-regulated sodium reabsorption	3/37	0.09239658277507014	0.6183792234270105	0	0	2.948732251521298	7.022893235177373	SLC9A3R2;NEDD4L;ATP1B1
Thyroid cancer	3/37	0.09239658277507014	0.6183792234270105	0	0	2.948732251521298	7.022893235177373	NRAS;CDH1;RXRG
Notch signaling pathway	4/59	0.09298935690631736	0.6183792234270105	0	0	2.4320301460197835	5.776728814628302	TLE3;DVL1;HES1;HES5
Complement and coagulation cascades	5/85	0.10244751625645691	0.664659495712623	0	0	2.090938581314879	4.764004182478964	VTN;C7;MASP1;TFPI;F3
Leukocyte transendothelial migration	6/114	0.11628755306887718	0.7052934245828916	0	0	1.8591373002118237	4.000285742262861	CLDN3;CXCL12;CLDN9;PTK2B;CD99L2;THY1
Bladder cancer	3/41	0.11666507775055349	0.7052934245828916	0	0	2.6377949183303087	5.667165302532082	NRAS;CDH1;FGFR3
Ferroptosis	3/41	0.11666507775055349	0.7052934245828916	0	0	2.6377949183303087	5.667165302532082	STEAP3;TF;SAT1
Tight junction	8/169	0.1217670663938211	0.7083863469023729	0	0	1.664034566567648	3.503866649202586	EPB41L4B;CLDN3;CLDN9;NEDD4L;GATA4;CGN;SYNPO;TJP3
Tryptophan metabolism	3/42	0.12307051000151467	0.7083863469023729	0	0	2.570026525198939	5.3842000082688255	TPH1;ECHS1;AANAT
Acute myeloid leukemia	4/67	0.1314277218975668	0.7083863469023729	0	0	2.1223236560024126	4.306827621290665	STAT5A;NRAS;KIT;RUNX1T1
Mitophagy	4/68	0.13663455269811028	0.7083863469023729	0	0	2.089054404145078	4.158148762132932	NRAS;MRAS;CITED2;BCL2L1
Retinol metabolism	4/68	0.13663455269811028	0.7083863469023729	0	0	2.089054404145078	4.158148762132932	ALDH1A2;RDH10;RDH5;DHRS4
Diabetic cardiomyopathy	9/203	0.1401639739696478	0.7083863469023729	0	0	1.5536387801285965	3.0528105565999866	COL1A1;COL3A1;ATP6;COX3;ATP2A3;COX2;COX1;CYTB;ND3
Ras signaling pathway	10/232	0.14190318171538305	0.7083863469023729	0	0	1.5089697026869802	2.9464297428571076	NRAS;MRAS;FGF8;PDGFC;KIT;VEGFC;RGL2;FGFR3;FGFR2;BCL2L1
Phospholipase D signaling pathway	7/148	0.14213257620133443	0.7083863469023729	0	0	1.661396769109535	3.241376825645175	NRAS;MRAS;PDGFC;GRM8;KIT;PTK2B;PIP5K1B
Glycosphingolipid biosynthesis	3/45	0.14301445128757942	0.7083863469023729	0	0	2.3860837438423643	4.640478561581538	ST3GAL4;B3GNT2;ST6GALNAC6
Proximal tubule bicarbonate reclamation	2/23	0.1438077546343163	0.7083863469023729	0	0	3.179411523645603	6.1657625302305705	ATP1B1;PCK2
Other types of O-glycan biosynthesis	3/47	0.15686360048261488	0.7517325016168908	0	0	2.2773902821316616	4.218589108970057	GALNT11;COLGALT2;GALNT18
Melanoma	4/72	0.15825947402460858	0.7517325016168908	0	0	1.9657624707914254	3.623921156920708	NRAS;FGF8;CDH1;PDGFC
Chemical carcinogenesis	10/239	0.16186636950900607	0.7517420547198286	0	0	1.4623105237888383	2.662844306266643	STAT5A;AR;NRAS;FGF8;MGST3;CHRNA7;EPHX2;WNT1;KLF4;RXRG
mTOR signaling pathway	7/154	0.16391368110432353	0.7517420547198286	0	0	1.5930886243386244	2.880965881461606	WNT6;NRAS;CAB39L;DVL1;FZD9;WNT1;WNT16
Purine metabolism	6/129	0.17531896855033355	0.7904211124472665	0	0	1.6311451156106016	2.8400655233865364	GUCY1A2;PDE6H;AK1;PDE9A;ADA;PAPSS2
Necroptosis	7/159	0.1831297863098367	0.8018893553175408	0	0	1.5402846308479532	2.6147258285570993	STAT5A;PYGB;SMPD1;CHMP2A;FAS;PYGL;GLUL
Fatty acid elongation	2/27	0.18533032491398563	0.8018893553175408	0	0	2.6701549053356284	4.500854511882151	ELOVL1;ECHS1
Arrhythmogenic right ventricular cardiomyopathy	4/77	0.18690654146499072	0.8018893553175408	0	0	1.8306480232805735	3.07026504455562	ATP2A3;PKP2;ITGB8;ITGA6
Oxidative phosphorylation	6/133	0.19281879279333733	0.814123791794091	0	0	1.5794429509136314	2.599770091863903	ATP6;COX3;COX2;COX1;CYTB;ND3
Transcriptional misregulation in cancer	8/192	0.19908231697324852	0.8153226054829229	0	0	1.4542911153119094	2.3472795040504084	SMAD1;TSPAN7;NFKBIZ;PBX3;WNT16;RXRG;BCL2L1;RUNX1T1
Glycosaminoglycan biosynthesis	3/53	0.20060232087123878	0.8153226054829229	0	0	2.00348275862069	3.218456478583172	B3GNT2;CHST1;CHST13
Endocytosis	10/252	0.202298090082229	0.8153226054829229	0	0	1.3828191481689815	2.2097629420557565	EPN3;SH3GL3;DAB2;CAV1;CHMP2A;ASAP3;NEDD4L;PIP5K1B;FGFR3;FGFR2
Autophagy	6/137	0.21094906234959432	0.8374992624625685	0	0	1.530898170320293	2.3822897130246843	ERN1;NRAS;MRAS;LAMP1;BCL2L1;CTSB
Glyoxylate and dicarboxylate metabolism	2/30	0.21744507541552074	0.8382665226163553	0	0	2.3836980575362676	3.637067918885786	HYI;GLUL
beta-Alanine metabolism	2/30	0.21744507541552074	0.8382665226163553	0	0	2.3836980575362676	3.637067918885786	ECHS1;DPYS
Hedgehog signaling pathway	3/56	0.22345029015597073	0.8491111025926887	0	0	1.8897852960312296	2.8319685684605047	HHIP;GLI1;DISP1
Glutathione metabolism	3/57	0.23117827302131605	0.8605187511655594	0	0	1.8546934865900384	2.7163212460801907	GGCT;GPX3;MGST3
Serotonergic synapse	5/113	0.23399309745219685	0.8605187511655594	0	0	1.546600666410355	2.2463812677825157	TPH1;NRAS;CYP2D6;HTR1A;HTR4
Endometrial cancer	3/58	0.23895434875442803	0.8605187511655594	0	0	1.8208777429467085	2.606555087428781	APC2;NRAS;CDH1
Glutamatergic synapse	5/114	0.23939243453477968	0.8605187511655594	0	0	1.5323323069108916	2.1907005499577363	GRIN3B;GRM8;GRIK3;SLC1A3;GLUL
Long-term depression	3/60	0.2546324081540449	0.8964836169918659	0	0	1.7568058076225046	2.4031949411115305	GUCY1A2;NRAS;CRHR1
Sulfur metabolism	1/10	0.25613817628339025	0.8964836169918659	0	0	3.7052310042000762	5.046666275029229	PAPSS2
Hypertrophic cardiomyopathy	4/90	0.2676736248924052	0.9246907041737634	0	0	1.552877856769892	2.046672607580409	ATP2A3;ITGB8;ITGA6;MYH7
Starch and sucrose metabolism	2/36	0.28265812681105973	0.9358725839137351	0	0	1.96243798724309	2.4795740410520497	PYGB;PYGL
Tyrosine metabolism	2/36	0.28265812681105973	0.9358725839137351	0	0	1.96243798724309	2.4795740410520497	COMT;FAH
Salivary secretion	4/93	0.2871874793276555	0.9358725839137351	0	0	1.500300789815839	1.8718053290228642	GUCY1A2;CD38;SLC4A2;ATP1B1
African trypanosomiasis	2/37	0.29353021482851627	0.9358725839137351	0	0	1.9062699778706664	2.336657507208257	APOA1;FAS
Alanine, aspartate and glutamate metabolism	2/37	0.29353021482851627	0.9358725839137351	0	0	1.9062699778706664	2.336657507208257	NAT8L;GLUL
Non-alcoholic fatty liver disease	6/155	0.2986007545629113	0.9358725839137351	0	0	1.3447012434136298	1.6252702894398867	ERN1;COX3;COX2;FAS;COX1;CYTB
Staphylococcus aureus infection	4/95	0.300307622659449	0.9358725839137351	0	0	1.4671753117348971	1.7649354907499697	KRT18;KRT14;KRT13;MASP1
Primary immunodeficiency	2/38	0.3043790963944726	0.9358725839137351	0	0	1.8532224134633772	2.204373455325045	RFX5;ADA
Dilated cardiomyopathy	4/96	0.3068941599374947	0.9358725839137351	0	0	1.4511526620109634	1.7141774874796747	ATP2A3;ITGB8;ITGA6;MYH7
Prostate cancer	4/97	0.3134953856411228	0.9358725839137351	0	0	1.4354745853993722	1.665108370465536	AR;NRAS;PDGFC;FGFR2
Non-homologous end-joining	1/13	0.31934473806960256	0.9358725839137351	0	0	2.7784936998854524	3.1716063139958894	POLL
Nicotine addiction	2/40	0.32597621963180196	0.9358725839137351	0	0	1.7555032158710029	1.9677977052570066	GRIN3B;CHRNA7
Adipocytokine signaling pathway	3/69	0.32641222897539657	0.9358725839137351	0	0	1.5165360501567398	1.6979049512427367	POMC;RXRG;PCK2
Renin secretion	3/69	0.32641222897539657	0.9358725839137351	0	0	1.5165360501567398	1.6979049512427367	GUCY1A2;EDN3;CTSB
Prolactin signaling pathway	3/70	0.3344325294905823	0.9358725839137351	0	0	1.4938239835306228	1.6362154728437261	STAT5A;NRAS;SLC2A2
Adherens junction	3/71	0.3424484507691779	0.9358725839137351	0	0	1.4717799188640974	1.577209609550051	CDH1;SNAI1;NECTIN4
Pancreatic secretion	4/102	0.346646838819413	0.9358725839137351	0	0	1.3618836135490466	1.4428459231578514	ATP2A3;CD38;SLC4A2;ATP1B1
Non-small cell lung cancer	3/72	0.35045666573844036	0.9358725839137351	0	0	1.450374812593703	1.5207444106037336	STAT5A;NRAS;RXRG
MAPK signaling pathway	10/294	0.3548482180588618	0.9358725839137351	0	0	1.1757367942383796	1.218139901267824	NRAS;MRAS;FGF8;PDGFC;KIT;MKNK2;VEGFC;FAS;FGFR3;FGFR2
p53 signaling pathway	3/73	0.3584539501903699	0.9358725839137351	0	0	1.4295812807881774	1.4666861752173115	STEAP3;FAS;BCL2L1
Thiamine metabolism	1/15	0.3584745314500692	0.9358725839137351	0	0	2.3813205694648993	2.442991208130758	AK1
cGMP-PKG signaling pathway	6/167	0.36042002894397096	0.9358725839137351	0	0	1.2437000118410713	1.2691774311781803	GUCY1A2;ATP2A3;GATA4;ATP1B1;ADRA2C;MYH7
Thermogenesis	8/232	0.3652175440531207	0.9358725839137351	0	0	1.192111801242236	1.2007690266255486	NRAS;CNR1;ATP6;COX3;COX2;COX1;CYTB;ND3
Estrogen signaling pathway	5/137	0.36984372862764237	0.9358725839137351	0	0	1.2638277236028101	1.2570974840966123	POMC;NRAS;KRT18;KRT14;KRT13
Insulin signaling pathway	5/137	0.36984372862764237	0.9358725839137351	0	0	1.2638277236028101	1.2570974840966123	PYGB;NRAS;MKNK2;PYGL;PCK2
Glucagon signaling pathway	4/107	0.3798537746269429	0.9358725839137351	0	0	1.295437396247296	1.2539431165566235	PYGB;SLC2A2;PYGL;PCK2
Chronic myeloid leukemia	3/76	0.3823495130402759	0.9358725839137351	0	0	1.3706188001889466	1.3177405092926024	STAT5A;NRAS;BCL2L1
Insulin resistance	4/108	0.386480641207686	0.9358725839137351	0	0	1.2829148399096586	1.2196331405978769	PYGB;SLC2A2;PYGL;PCK2
Bacterial invasion of epithelial cells	3/77	0.3902728747113343	0.9358725839137351	0	0	1.352027027027027	1.2721345409802411	ARHGEF26;CDH1;CAV1
Nitrogen metabolism	1/17	0.39535844698003897	0.9358725839137351	0	0	2.0834407216494846	1.9333547874632222	GLUL
Primary bile acid biosynthesis	1/17	0.39535844698003897	0.9358725839137351	0	0	2.0834407216494846	1.9333547874632222	AKR1D1
Selenocompound metabolism	1/17	0.39535844698003897	0.9358725839137351	0	0	2.0834407216494846	1.9333547874632222	PAPSS2
Antigen processing and presentation	3/78	0.39817070938062277	0.9358725839137351	0	0	1.3339310344827586	1.2283830045357926	RFX5;B2M;CTSB
Synaptic vesicle cycle	3/78	0.39817070938062277	0.9358725839137351	0	0	1.3339310344827586	1.2283830045357926	SLC6A13;SLC1A3;CPLX2
Carbohydrate digestion and absorption	2/47	0.3998235833122001	0.9358725839137351	0	0	1.4818894626123542	1.3584952994997006	SLC2A2;ATP1B1
Prion disease	9/273	0.40141245420722876	0.9358725839137351	0	0	1.1375316756414318	1.0383000283444808	GRIN3B;C7;CAV1;ATP6;COX3;COX2;COX1;CYTB;ND3
Huntington disease	10/306	0.4017554519742459	0.9358725839137351	0	0	1.1273642752700344	1.028056677168691	ERN1;DNAH3;GPX3;ATP6;COX3;COX2;SLC1A3;COX1;CYTB;ND3
Spinocerebellar ataxia	5/143	0.4046065682333817	0.9358725839137351	0	0	1.2085025826187252	1.0935016224650744	ERN1;GRIN3B;RELN;ATP2A3;VLDLR
Intestinal immune network for IgA production	2/48	0.41007946625805825	0.9403546381434784	0	0	1.4495996407992218	1.2921793790678748	CXCL12;ICOSLG
Cocaine addiction	2/49	0.42024855508026304	0.9473399631470337	0	0	1.418683853956861	1.2298697230340914	GPSM1;GRIN3B
Sphingolipid metabolism	2/49	0.42024855508026304	0.9473399631470337	0	0	1.418683853956861	1.2298697230340914	SMPD1;PSAP
Glycosaminoglycan degradation	1/19	0.4301251791724758	0.9538919438160571	0	0	1.8517563955708285	1.5622879809209922	HYAL1
N-Glycan biosynthesis	2/50	0.4303271926989731	0.9538919438160571	0	0	1.3890562248995983	1.1712653304005387	MGAT3;ALG13
Lipid and atherosclerosis	7/215	0.4373716491625334	0.9604236835559432	0	0	1.1223207131410255	0.9281277930814358	ERN1;NRAS;FAS;APOA1;VLDLR;RXRG;BCL2L1
Parkinson disease	8/249	0.4404950729091168	0.9604236835559432	0	0	1.1070395092909977	0.9076130048432517	ERN1;ATP6;COX3;COX2;COX1;CYTB;ND3;BCL2L1
Pantothenate and CoA biosynthesis	1/21	0.4628960599533681	0.9999944647866909	0	0	1.6664089347079039	1.2835560523176424	DPYS
Fanconi anemia pathway	2/54	0.4696738268089744	0.9999944647866909	0	0	1.2819409506156494	0.9687843267181487	HES1;CENPS
Gap junction	3/88	0.4752158130092173	0.9999944647866909	0	0	1.1763894523326572	0.8752175594791664	GUCY1A2;NRAS;PDGFC
Arginine biosynthesis	1/22	0.4785690630877344	0.9999944647866909	0	0	1.586974308623793	1.169528248571637	GLUL
Terpenoid backbone biosynthesis	1/22	0.4785690630877344	0.9999944647866909	0	0	1.586974308623793	1.169528248571637	MVK
GABAergic synapse	3/89	0.48268068794399505	0.9999944647866909	0	0	1.1626503608660785	0.8468744595122557	SLC12A5;SLC6A13;GLUL
Bile secretion	3/90	0.4900947212744587	0.9999944647866909	0	0	1.1492271105826397	0.819578896323786	ABCC3;SLC4A2;ATP1B1
Mannose type O-glycan biosynthesis	1/23	0.49378547932512507	0.9999944647866909	0	0	1.5147610121836925	1.0688973316239145	POMGNT2
Amyotrophic lateral sclerosis	11/364	0.4946676718966857	0.9999944647866909	0	0	1.0385704946611463	0.7310176916072255	ERN1;DNAH3;GPX3;ATP6;COX3;COX2;ANXA7;COX1;CYTB;ND3;BCL2L1
Legionellosis	2/57	0.49809462920518444	0.9999944647866909	0	0	1.211829134720701	0.844602737093757	SAR1B;TLR5
Small cell lung cancer	3/92	0.5047641615544608	0.9999944647866909	0	0	1.1232855482371173	0.7679498524216238	ITGA6;RXRG;BCL2L1
Vitamin digestion and absorption	1/24	0.5085585876755537	0.9999944647866909	0	0	1.44882713282534	0.979660474230954	APOA1
Relaxin signaling pathway	4/129	0.5211854204652907	0.9999944647866909	0	0	1.0662245250431779	0.6948045796186118	COL1A1;NRAS;COL3A1;VEGFC
Mineral absorption	2/60	0.5255222963048849	0.9999944647866909	0	0	1.1489702652976437	0.7392045670865283	TF;ATP1B1
Viral myocarditis	2/60	0.5255222963048849	0.9999944647866909	0	0	1.1489702652976437	0.7392045670865283	CAV1;MYH7
FoxO signaling pathway	4/131	0.5333285343231938	0.9999944647866909	0	0	1.049324792950104	0.6596240934131075	NRAS;FOXO6;SGK3;PCK2
Arachidonic acid metabolism	2/61	0.5344374392867374	0.9999944647866909	0	0	1.1294378482452814	0.7076386678569356	GPX3;EPHX2
Steroid hormone biosynthesis	2/61	0.5344374392867374	0.9999944647866909	0	0	1.1294378482452814	0.7076386678569356	AKR1D1;COMT
Folate biosynthesis	1/26	0.5368260807310961	0.9999944647866909	0	0	1.3327835051546393	0.8290994408638985	TPH1
Fc gamma R-mediated phagocytosis	3/97	0.5404493558580794	0.9999944647866909	0	0	1.0632611885546588	0.6542823922287124	SCIN;ASAP3;PIP5K1B
Choline metabolism in cancer	3/98	0.5474074645339477	0.9999944647866909	0	0	1.0520145190562613	0.6339038107538094	NRAS;PDGFC;PIP5K1B
Biosynthesis of unsaturated fatty acids	1/27	0.550345140210737	0.9999944647866909	0	0	1.2814565159925986	0.7652982229236511	ELOVL1
Lysine degradation	2/63	0.5519203110114216	0.9999944647866909	0	0	1.0922942354899692	0.6492068344383938	COLGALT2;ECHS1
Hematopoietic cell lineage	3/99	0.5543035303587172	0.9999944647866909	0	0	1.0410021551724138	0.6142358821760351	KIT;CD38;ITGA6
Butanoate metabolism	1/28	0.5634702629053238	0.9999944647866909	0	0	1.233931526027746	0.7078333678166623	ECHS1
Glycolysis / Gluconeogenesis	2/67	0.5854775840575882	0.9999944647866909	0	0	1.0248642923341718	0.5486379183208956	ALDOB;PCK2
Citrate cycle (TCA cycle)	1/30	0.5885842046636766	0.9999944647866909	0	0	1.148714302642493	0.6088591058655499	PCK2
Pentose phosphate pathway	1/30	0.5885842046636766	0.9999944647866909	0	0	1.148714302642493	0.6088591058655499	ALDOB
Renal cell carcinoma	2/69	0.6015459981373936	0.9999944647866909	0	0	0.9941685719423536	0.5052884375382907	NRAS;EPAS1
Drug metabolism	3/108	0.6134486741977601	0.9999944647866909	0	0	0.9513300492610838	0.46487568513663863	CYP2D6;MGST3;DPYS
HIF-1 signaling pathway	3/109	0.6196849967263468	0.9999944647866909	0	0	0.9423064411190631	0.4509350934179186	TF;MKNK2;ALDOB
Base excision repair	1/33	0.623576473040198	0.9999944647866909	0	0	1.0408612542955327	0.49158198147394616	POLL
Fructose and mannose metabolism	1/33	0.623576473040198	0.9999944647866909	0	0	1.0408612542955327	0.49158198147394616	ALDOB
Inositol phosphate metabolism	2/73	0.6322611368924742	0.9999944647866909	0	0	0.9379651402390246	0.43001272504427746	PIP5K1B;PLCD1
Propanoate metabolism	1/34	0.634567316055475	0.9999944647866909	0	0	1.0092679371029887	0.459027072504627	ECHS1
Toxoplasmosis	3/112	0.637980792672816	0.9999944647866909	0	0	0.9162290414425814	0.4117964870955496	IL10RB;ITGA6;BCL2L1
Cholinergic synapse	3/113	0.6439408529344842	0.9999944647866909	0	0	0.9078526645768025	0.3995898980806453	NRAS;CHRNA7;KCNQ4
Human cytomegalovirus infection	6/225	0.6440085932265127	0.9999944647866909	0	0	0.9115643028418129	0.40112768144017275	NRAS;CXCL12;IL10RB;FAS;PTK2B;B2M
Nicotinate and nicotinamide metabolism	1/35	0.645237780616547	0.9999944647866909	0	0	0.9795330503335354	0.4291690628075452	CD38
Thyroid hormone synthesis	2/75	0.6469120214995459	0.9999944647866909	0	0	0.9121731544573598	0.397292431803946	GPX3;ATP1B1
Gastric acid secretion	2/76	0.6540623532644743	0.9999944647866909	0	0	0.8997999720891288	0.38201240925021585	SLC4A2;ATP1B1
Metabolism of xenobiotics by cytochrome P450	2/76	0.6540623532644743	0.9999944647866909	0	0	0.8997999720891288	0.38201240925021585	CYP2D6;MGST3
Oxytocin signaling pathway	4/154	0.6605599838709343	0.9999944647866909	0	0	0.8873690270581462	0.3679629569682332	GUCY1A2;NRAS;EEF2K;CD38
Hepatitis C	4/157	0.6753025438603533	0.9999944647866909	0	0	0.8698341743145157	0.34149209135057074	NRAS;CLDN3;CLDN9;FAS
Allograft rejection	1/38	0.6754187894179589	0.9999944647866909	0	0	0.8999721370855391	0.35316918252533736	FAS
