Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
activin receptor binding (GO:0070697)	1/10	0.06078420207477788	0.17366914878507966	0	0	17.801075268817204	49.85058258369441	SMAD6
leucine zipper domain binding (GO:0043522)	1/10	0.06078420207477788	0.17366914878507966	0	0	17.801075268817204	49.85058258369441	PAWR
eukaryotic initiation factor 4E binding (GO:0008190)	1/10	0.06078420207477788	0.17366914878507966	0	0	17.801075268817204	49.85058258369441	HHEX
cAMP response element binding (GO:0035497)	1/10	0.06078420207477788	0.17366914878507966	0	0	17.801075268817204	49.85058258369441	HMGA2
intracellular cyclic nucleotide activated cation channel activity (GO:0005221)	1/11	0.06665722494334128	0.18179243166365802	0	0	16.02016129032258	43.385670033586294	HCN4
death domain binding (GO:0070513)	1/11	0.06665722494334128	0.18179243166365802	0	0	16.02016129032258	43.385670033586294	DAP
DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906)	1/11	0.06665722494334128	0.18179243166365802	0	0	16.02016129032258	43.385670033586294	HMGA2
BMP binding (GO:0036122)	1/12	0.07249381569444491	0.19189539448529533	0	0	14.563049853372434	38.21714214339772	CER1
cAMP binding (GO:0030552)	1/12	0.07249381569444491	0.19189539448529533	0	0	14.563049853372434	38.21714214339772	POPDC2
peptide hormone receptor binding (GO:0051428)	1/14	0.08405859584406139	0.21310629932297256	0	0	12.321339950372208	30.510609054520092	CCK
LRR domain binding (GO:0030275)	1/14	0.08405859584406139	0.21310629932297256	0	0	12.321339950372208	30.510609054520092	PAWR
protein kinase C activity (GO:0004697)	1/14	0.08405859584406139	0.21310629932297256	0	0	12.321339950372208	30.510609054520092	PRKCI
hormone activity (GO:0005179)	2/78	0.0856492751746478	0.2141231879366195	0	0	4.235986307231493	10.409913123644946	C1QTNF12;CCK
chloride channel regulator activity (GO:0017081)	1/15	0.08978722939450845	0.21840136879745298	0	0	11.440668202764977	27.575585868407	STX7
hexose transmembrane transporter activity (GO:0015149)	1/15	0.08978722939450845	0.21840136879745298	0	0	11.440668202764977	27.575585868407	SLC2A2
actin binding (GO:0003779)	3/177	0.09946469120028552	0.23642668928073682	0	0	2.784200113058225	6.4258017787768225	PAWR;CXCR4;LRRC10
intracellular calcium activated chloride channel activity (GO:0005229)	1/17	0.10113808374787076	0.23642668928073682	0	0	10.009576612903226	22.93462789217583	ANO3
intracellular chloride channel activity (GO:0061778)	1/17	0.10113808374787076	0.23642668928073682	0	0	10.009576612903226	22.93462789217583	ANO3
phosphatidylcholine transporter activity (GO:0008525)	1/18	0.10676074066511165	0.2463709399964115	0	0	9.420303605313093	21.074773673487663	PCTP
potassium channel activity (GO:0005267)	2/91	0.11096155281453582	0.24661867165399837	0	0	3.6148716543345207	7.947553826864435	HCN4;ABCC9
protein tyrosine kinase activator activity (GO:0030296)	1/19	0.11234850597571036	0.24661867165399837	0	0	8.896505376344086	19.44909147760092	ALKAL1
glutamate receptor activity (GO:0008066)	1/19	0.11234850597571036	0.24661867165399837	0	0	8.896505376344086	19.44909147760092	GRM3
R-SMAD binding (GO:0070412)	1/19	0.11234850597571036	0.24661867165399837	0	0	8.896505376344086	19.44909147760092	SMAD6
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen (GO:0016712)	1/20	0.11790159440022063	0.25412987096421197	0	0	8.427843803056026	18.01792896923992	CYP1A2
hormone receptor binding (GO:0051427)	1/21	0.12342021940436218	0.25412987096421197	0	0	8.006048387096774	16.749936822620242	CCK
glucose transmembrane transporter activity (GO:0005355)	1/21	0.12342021940436218	0.25412987096421197	0	0	8.006048387096774	16.749936822620242	SLC2A2
neuropeptide binding (GO:0042923)	1/21	0.12342021940436218	0.25412987096421197	0	0	8.006048387096774	16.749936822620242	GPR37
histone acetyltransferase binding (GO:0035035)	1/21	0.12342021940436218	0.25412987096421197	0	0	8.006048387096774	16.749936822620242	EPAS1
adenyl ribonucleotide binding (GO:0032559)	4/306	0.12539411531047984	0.25412987096421197	0	0	2.142520934814734	4.4485024603282985	POPDC2;PRKCI;SIK1;MAP3K5
TBP-class protein binding (GO:0017025)	1/22	0.12890459317117553	0.25412987096421197	0	0	7.624423963133641	15.620025745756442	HHEX
mRNA 3'-UTR AU-rich region binding (GO:0035925)	1/22	0.12890459317117553	0.25412987096421197	0	0	7.624423963133641	15.620025745756442	RBM24
voltage-gated sodium channel activity (GO:0005248)	1/22	0.12890459317117553	0.25412987096421197	0	0	7.624423963133641	15.620025745756442	HCN4
cyclic nucleotide binding (GO:0030551)	1/23	0.13435492653225706	0.25412987096421197	0	0	7.277492668621701	14.607894711747354	POPDC2
phosphatase inhibitor activity (GO:0019212)	1/23	0.13435492653225706	0.25412987096421197	0	0	7.277492668621701	14.607894711747354	ARPP19
triglyceride lipase activity (GO:0004806)	1/23	0.13435492653225706	0.25412987096421197	0	0	7.277492668621701	14.607894711747354	LCAT
C-C chemokine receptor activity (GO:0016493)	1/23	0.13435492653225706	0.25412987096421197	0	0	7.277492668621701	14.607894711747354	CXCR4
transforming growth factor beta binding (GO:0050431)	1/24	0.13977142903031659	0.25412987096421197	0	0	6.9607293127629735	13.696953111939228	WFIKKN1
C-C chemokine binding (GO:0019957)	1/24	0.13977142903031659	0.25412987096421197	0	0	6.9607293127629735	13.696953111939228	CXCR4
protein phosphatase 2A binding (GO:0051721)	1/24	0.13977142903031659	0.25412987096421197	0	0	6.9607293127629735	13.696953111939228	ARPP19
cell adhesion mediator activity (GO:0098631)	1/24	0.13977142903031659	0.25412987096421197	0	0	6.9607293127629735	13.696953111939228	NTNG1
inward rectifier potassium channel activity (GO:0005242)	1/25	0.1451543090229181	0.2580064688316193	0	0	6.670362903225806	12.87351959604309	ABCC9
transition metal ion binding (GO:0046914)	5/445	0.14667787985737532	0.2580064688316193	0	0	1.840435606060606	3.532746310733682	TES;TRIM2;LOXL3;BBOX1;ZFPM2
chemokine receptor activity (GO:0004950)	1/26	0.15050377348511126	0.2580064688316193	0	0	6.403225806451613	12.126218507747616	CXCR4
ion gated channel activity (GO:0022839)	1/26	0.15050377348511126	0.2580064688316193	0	0	6.403225806451613	12.126218507747616	ANO3
general transcription initiation factor binding (GO:0140296)	1/26	0.15050377348511126	0.2580064688316193	0	0	6.403225806451613	12.126218507747616	HHEX
neuropeptide hormone activity (GO:0005184)	1/26	0.15050377348511126	0.2580064688316193	0	0	6.403225806451613	12.126218507747616	CCK
zinc ion binding (GO:0008270)	4/336	0.15935884097232605	0.27060935259451596	0	0	1.9459324902917454	3.5738933033211975	TES;TRIM2;BBOX1;ZFPM2
receptor antagonist activity (GO:0048019)	1/28	0.16110327770104044	0.27101485968399325	0	0	5.92831541218638	10.823382616266583	WFIKKN1
pre-mRNA binding (GO:0036002)	1/29	0.16635372520218772	0.2747125737283834	0	0	5.716301843317972	10.25298125318036	RBM24
protein phosphatase inhibitor activity (GO:0004864)	1/29	0.16635372520218772	0.2747125737283834	0	0	5.716301843317972	10.25298125318036	ARPP19
protein serine/threonine kinase activity (GO:0004674)	4/344	0.16894479300984294	0.2757400276134102	0	0	1.899368011667477	3.377424452324744	PRKCI;SIK1;MAP3K7;MAP3K5
O-acyltransferase activity (GO:0008374)	1/30	0.171571572737233	0.2757400276134102	0	0	5.518909899888765	9.72848472744733	LCAT
neuropeptide receptor activity (GO:0008188)	1/30	0.171571572737233	0.2757400276134102	0	0	5.518909899888765	9.72848472744733	GPR37
Hsp70 protein binding (GO:0030544)	1/31	0.1767570211186702	0.27986195359621685	0	0	5.334677419354839	9.244885281458137	GPR37
protein phosphatase binding (GO:0019903)	2/123	0.17949700627626372	0.27986195359621685	0	0	2.6545723308472753	4.5594848062969	ARPP19;MAP3K5
chemokine binding (GO:0019956)	1/32	0.18191026983754094	0.27986195359621685	0	0	5.1623309053069715	8.797859785682565	CXCR4
acetyltransferase activity (GO:0016407)	1/32	0.18191026983754094	0.27986195359621685	0	0	5.1623309053069715	8.797859785682565	LCAT
potassium ion transmembrane transporter activity (GO:0015079)	1/32	0.18191026983754094	0.27986195359621685	0	0	5.1623309053069715	8.797859785682565	ABCC9
2-oxoglutarate-dependent dioxygenase activity (GO:0016706)	1/33	0.1870315173029665	0.2805472759544497	0	0	5.000756048387097	8.383658171599759	BBOX1
nucleosomal DNA binding (GO:0031492)	1/33	0.1870315173029665	0.2805472759544497	0	0	5.000756048387097	8.383658171599759	HMGA2
DNA secondary structure binding (GO:0000217)	1/33	0.1870315173029665	0.2805472759544497	0	0	5.000756048387097	8.383658171599759	HMGA2
estrogen receptor binding (GO:0030331)	1/35	0.19717879564381552	0.2933238282304694	0	0	4.70611954459203	7.641064501976653	ISL1
steroid hydroxylase activity (GO:0008395)	1/36	0.2022052171834861	0.298335566336291	0	0	4.571428571428571	7.307301351470821	CYP1A2
ion channel inhibitor activity (GO:0008200)	1/37	0.20720041878285644	0.3032201250480826	0	0	4.444220430107527	6.995508485793588	STX7
sodium channel activity (GO:0005272)	1/38	0.2121645927501659	0.3079808604437892	0	0	4.323888404533566	6.703725989325509	HCN4
peptidase inhibitor activity (GO:0030414)	1/40	0.22200062138320123	0.3196808947918098	0	0	4.101736972704715	6.1734221765343475	GPC3
cell-cell adhesion mediator activity (GO:0098632)	1/42	0.23171481860481977	0.32862584219151286	0	0	3.9012588512981905	5.704607537662249	NTNG1
magnesium ion binding (GO:0000287)	2/146	0.2318637886573452	0.32862584219151286	0	0	2.227981029810298	3.2564286533099542	SIK1;MAP3K5
snRNA binding (GO:0017069)	1/43	0.23652669892173142	0.33261567035868483	0	0	3.8081797235023043	5.490230564999063	SNRPA1
cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)	1/44	0.24130868134117953	0.33553765926127527	0	0	3.719429857464366	5.287832826901923	CCNY
histone-lysine N-methyltransferase activity (GO:0018024)	1/45	0.24606095012493523	0.33553765926127527	0	0	3.6347140762463344	5.096508877297668	MECOM
copper ion binding (GO:0005507)	1/45	0.24606095012493523	0.33553765926127527	0	0	3.6347140762463344	5.096508877297668	LOXL3
protein kinase C binding (GO:0005080)	1/45	0.24606095012493523	0.33553765926127527	0	0	3.6347140762463344	5.096508877297668	DACT1
ATP binding (GO:0005524)	3/278	0.2519789620121879	0.3410241591142392	0	0	1.752608047690015	2.415811896489365	PRKCI;SIK1;MAP3K5
G protein-coupled receptor activity (GO:0004930)	3/283	0.26037121173702904	0.34975237397511366	0	0	1.7208723653395785	2.3156866132149596	GRM3;GPR37;CXCR4
lipase activity (GO:0016298)	1/49	0.26477653500882337	0.3530353800117645	0	0	3.331149193548387	4.426661140391498	LCAT
inorganic cation transmembrane transporter activity (GO:0022890)	1/51	0.2739607546092779	0.3625951163946325	0	0	3.1975806451612905	4.140132816391477	ABCC9
transcription coregulator binding (GO:0001221)	1/53	0.28303115363792686	0.37186574930530536	0	0	3.074286600496278	3.880359332760983	HAND1
cytokine activity (GO:0005125)	2/173	0.29430948755374897	0.3838615186096477	0	0	1.873627157324205	2.291677193830204	WNT9B;WNT1
myosin binding (GO:0017022)	1/56	0.29642639492633904	0.3838615186096477	0	0	2.906158357771261	3.533761673831161	CXCR4
protein phosphatase regulator activity (GO:0019888)	1/57	0.3008360701856254	0.38678923309580415	0	0	2.85411866359447	3.4283381693733292	ARPP19
syntaxin binding (GO:0019905)	1/62	0.322476541335525	0.4100478399468003	0	0	2.6195134849286092	2.96456859863119	STX7
purine ribonucleoside triphosphate binding (GO:0035639)	4/460	0.3243436139097116	0.4100478399468003	0	0	1.4077859939103958	1.5850991575324622	PRKCI;SIK1;MAP3K5;RHOB
kinase binding (GO:0019900)	4/461	0.3257602284021802	0.4100478399468003	0	0	1.404633162739389	1.5754276554659163	ACTA2;MYOM1;SIK1;RHOB
chloride channel activity (GO:0005254)	1/64	0.33094548762199183	0.4136818595274898	0	0	2.536098310291859	2.804421587364793	ANO3
anion channel activity (GO:0005253)	1/68	0.3475695989391967	0.4314657090279683	0	0	2.3842079922965818	2.5196079970174883	ANO3
protein homodimerization activity (GO:0042803)	5/636	0.36614521302362935	0.45141190646748824	0	0	1.2707342842049656	1.2767388434576343	MYOM1;HHEX;NOG;CER1;MAP3K5
ubiquitin binding (GO:0043130)	1/74	0.3717404580301731	0.45519239758796703	0	0	2.187582854617764	2.1647430932324614	CXCR4
protein kinase binding (GO:0019901)	4/506	0.38967443683044733	0.47392836911811165	0	0	1.275756478219354	1.2023286120482444	ACTA2;SIK1;DACT1;RHOB
metalloendopeptidase activity (GO:0004222)	1/82	0.4025916864278385	0.47991061958285386	0	0	1.9707287933094384	1.7930329387002821	ADAMTS5
G protein-coupled peptide receptor activity (GO:0008528)	1/82	0.4025916864278385	0.47991061958285386	0	0	1.9707287933094384	1.7930329387002821	GPR37
voltage-gated potassium channel activity (GO:0005249)	1/82	0.4025916864278385	0.47991061958285386	0	0	1.9707287933094384	1.7930329387002821	HCN4
ion channel activity (GO:0005216)	1/84	0.4100666777647961	0.48243138560564247	0	0	1.9230470268169453	1.7142723952042929	ABCC9
UDP-glycosyltransferase activity (GO:0008194)	1/84	0.4100666777647961	0.48243138560564247	0	0	1.9230470268169453	1.7142723952042929	HAS2
mRNA 3'-UTR binding (GO:0003730)	1/85	0.4137693050211273	0.4836264604143046	0	0	1.900057603686636	1.6766995521470964	RBM24
heme binding (GO:0020037)	1/91	0.4355058821259023	0.5057487663397575	0	0	1.7728494623655915	1.4736757548086197	CYP1A2
histone deacetylase binding (GO:0042826)	1/93	0.4425722209815439	0.5106602549787045	0	0	1.7341339410939691	1.4135820854731602	DACT1
carboxylic ester hydrolase activity (GO:0052689)	1/96	0.4530075218027025	0.5173385503966665	0	0	1.6791171477079796	1.3296031191419393	LCAT
voltage-gated cation channel activity (GO:0022843)	1/97	0.45644270647990803	0.5173385503966665	0	0	1.6615423387096775	1.3031345182548975	HCN4
protein kinase regulator activity (GO:0019887)	1/98	0.45985648924148137	0.5173385503966665	0	0	1.6443298969072164	1.2773825823144926	CCNY
cation channel activity (GO:0005261)	1/98	0.45985648924148137	0.5173385503966665	0	0	1.6443298969072164	1.2773825823144926	ABCC9
phosphatase binding (GO:0019902)	1/114	0.5116718395107177	0.5720554727449018	0	0	1.4103625463888096	0.9450441671314053	MAP3K5
hexosyltransferase activity (GO:0016758)	1/119	0.5268293074123125	0.5847374329441769	0	0	1.3502597047566975	0.8653526542161876	HAS2
nuclear receptor binding (GO:0016922)	1/120	0.5298043180001427	0.5847374329441769	0	0	1.338845215505557	0.8504981455654222	ISL1
metallopeptidase activity (GO:0008237)	1/121	0.5327607722380278	0.5847374329441769	0	0	1.3276209677419355	0.8359800725686181	ADAMTS5
organic anion transmembrane transporter activity (GO:0008514)	1/144	0.5958930342859815	0.6500651283119798	0	0	1.1127904353710805	0.5760850437052822	SLC2A2
small GTPase binding (GO:0031267)	1/175	0.6677924887307516	0.7241123371779233	0	0	0.9130978865406006	0.3686886551897205	NCKAP1
protein heterodimerization activity (GO:0046982)	1/188	0.6940234474325252	0.7456649344114246	0	0	0.8490598585475245	0.3101187169256163	EPAS1
GTP binding (GO:0005525)	1/189	0.6959539387839963	0.7456649344114246	0	0	0.8445006863417982	0.30610768450933806	RHOB
GTPase binding (GO:0051020)	1/201	0.7181984719348768	0.764945118037147	0	0	0.7933467741935484	0.26260518007723843	NCKAP1
guanyl ribonucleotide binding (GO:0032561)	1/214	0.7404775046523248	0.7828908717467714	0	0	0.7444343480236256	0.2236727623178715	RHOB
GTPase activity (GO:0003924)	1/216	0.7437463281594329	0.7828908717467714	0	0	0.7374343585896475	0.21832132007419894	RHOB
ubiquitin protein ligase activity (GO:0061630)	1/263	0.8098291739766812	0.8425968284150439	0	0	0.6036998276286629	0.1273395817854398	TRIM2
mRNA binding (GO:0003729)	1/263	0.8098291739766812	0.8425968284150439	0	0	0.6036998276286629	0.1273395817854398	RBM24
ubiquitin-like protein ligase activity (GO:0061659)	1/270	0.8181026720631887	0.8463131090308849	0	0	0.587780309389615	0.11800714464009711	TRIM2
nucleoside-triphosphatase activity (GO:0017111)	1/278	0.8271216200800261	0.8507536663680267	0	0	0.5705717945731921	0.10829654244329072	RHOB
metal ion binding (GO:0046872)	2/517	0.8374216687649477	0.8564539794186965	0	0	0.611255821296077	0.10845362248406114	SIK1;MAP3K5
endopeptidase activity (GO:0004175)	1/315	0.8633914847323038	0.8780252387108174	0	0	0.5023885350318471	0.07379437408081918	ADAMTS5
cadherin binding (GO:0045296)	1/322	0.8693500989713849	0.8791180776115128	0	0	0.4912571600844136	0.06878060016769108	TES
ubiquitin-protein transferase activity (GO:0004842)	1/392	0.9164315912082601	0.9215513207680829	0	0	0.40186453262932104	0.035069856097546585	TRIM2
RNA binding (GO:0003723)	2/1406	0.9988699750115692	0.9988699750115692	0	0	0.2139184212354944	2.4186984671981305E-4	TES;SNRPA1
